"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
35,"NCT04242043","Feasibility Study for Improving the Relevance of Diagnostic Proposals for an Artificial Intelligence Software in the Elderly Population.","Intel@med-F","Recruiting","No Results Available","Artificial Intelligence|Geriatrics|Diagnostic Proposals Elderly","Diagnostic Test: intel@med-feasibility","AI diagnostic proposals|severity diagnoses|satisfaction survey","University Hospital, Limoges","All","65 Years and older   (Older Adult)",,"50","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","87RI19_0026 (Intel@med-Faisa)","December 21, 2019","March 21, 2020","March 21, 2020","January 27, 2020",,"February 24, 2020","Ehpad Des Bayles, Isle, France|Ehpad Le Roussillon, Limoges, France",,"https://ClinicalTrials.gov/show/NCT04242043"
36,"NCT03936413","Artificial Intelligence in Echocardiography",,"Not yet recruiting","No Results Available","Cardiovascular Diseases","Device: Bay Labs EchoGPS Echcoardiogram|Device: Native Terason Echocardiogram","Echocardiogram image acquisition quality|Educational outcome","New York Presbyterian Hospital|Caption Health, Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1500","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","NYPresbyterianH","May 1, 2019","June 30, 2020","June 30, 2020","May 3, 2019",,"May 3, 2019",,,"https://ClinicalTrials.gov/show/NCT03936413"
37,"NCT04441775","Artificial Intelligence for Prostate Cancer Treatment Planning",,"Not yet recruiting","No Results Available","Prostate Cancer|Artificial Intelligence|Radiotherapy","Other: AI-assisted RT modelling","Change (trend) in AI System performance over time","Dartmouth-Hitchcock Medical Center|Oregon Health and Science University|University of Massachusetts, Worcester|Nicolalde R&D, LLC|National Cancer Institute (NCI)|NRG Oncology","Male","21 Years to 90 Years   (Adult, Older Adult)",,"195","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Other","D20003|75N91019C00054-0-9999-1","June 22, 2020","June 2023","June 2023","June 22, 2020",,"June 22, 2020",,,"https://ClinicalTrials.gov/show/NCT04441775"
38,"NCT03530098","Validation of an Artificial Intelligence-based Algorithm for Skeletal Age Assessment",,"Completed","No Results Available","Bone Age","Device: BoneAgeModel","Paired Difference of Skeletal Age Estimate|Time Saved","Stanford University","All","1 Year to 18 Years   (Child, Adult)","Not Applicable","1903","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","IRB #44764","July 12, 2018","October 1, 2019","November 1, 2019","May 21, 2018",,"February 12, 2020","Stanford University, Stanford, California, United States|Yale New Haven Hospital, New Haven, Connecticut, United States|Boston Children's Hospital, Boston, Massachusetts, United States|New York University, New York, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03530098"
39,"NCT04216901","A Single Center Study on the Effectiveness and Safety of Polyp Classification With Artificial Intelligence",,"Recruiting","No Results Available","Colonic Diseases|Artificial Intelligence","Diagnostic Test: Endoscopists refer to AI for diagnosis","Accuracy of evaluating the feasibility of selective-ESD|Accuracy of Vision location|Consistent of classification among different endoscopists|Consistent of classification between diagnostic system and endoscopists|Consistent of vision positioning between diagnostic system and endoscopists","Renmin Hospital of Wuhan University","All","18 Years and older   (Adult, Older Adult)",,"70","Other","Observational","Observational Model: Other|Time Perspective: Prospective","EA-19-003","December 24, 2019","December 31, 2020","December 31, 2020","January 3, 2020",,"January 6, 2020","Renmin Hospital of Wuhan University, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04216901"
40,"NCT03682783","Artificial Intelligence-assisted Glaucoma Screening (AIAGS)",,"Not yet recruiting","No Results Available","Glaucoma Eye","Diagnostic Test: Fundus Image","The specificity of the algorithm for diagnosing glaucoma|The sensitivity of the algorithm for diagnosing glaucoma","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine","All","Child, Adult, Older Adult",,"8000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","81300776","October 1, 2018","October 1, 2020","October 30, 2021","September 25, 2018",,"September 25, 2018","Shanghai General Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03682783"
41,"NCT04046497","Artificial Intelligence to Measure Adherence to Oral Medication",,"Not yet recruiting","No Results Available","First Episode Psychosis","Other: Smartphone App|Other: Ususal Care","Service Utilization Report Form","Northwell Health|National Institute of Mental Health (NIMH)","All","15 Years to 40 Years   (Child, Adult)","Phase 4","200","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","19-0307-A","July 1, 2020","December 31, 2022","March 15, 2023","August 6, 2019",,"April 17, 2020",,,"https://ClinicalTrials.gov/show/NCT04046497"
42,"NCT03317691","The ALERT-Pilot Study",,"Unknown status","No Results Available","Myocardial Infarction, Acute|Artificial Intelligence|ECG Pattern","Diagnostic Test: electrocardiogram diagnosed by artificial intelligence","the algorithm of artificial intelligent to diagnose myocardial infarction through prior surgery Electrocardiogram|The accuracy of using artificial intelligent to diagnose acute ST-segment elevation myocardial infarction and judge criminal vascular","Shanghai 10th People's Hospital","All","18 Years and older   (Adult, Older Adult)",,"2000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2017YFC0111800","October 20, 2017","October 15, 2018","November 1, 2018","October 23, 2017",,"November 14, 2017","Shanghai Tenth People's Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03317691"
43,"NCT03623971","Validation of a Universal Cataract Intelligence Platform",,"Completed","No Results Available","Cataract|Artificial Intelligence","Device: Cataract AI agent","Diagnostic accuracy of the cataract AI agent","Sun Yat-sen University|Xidian University","All","Child, Adult, Older Adult","Not Applicable","500","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CCPMOH2018- China7","January 1, 2013","June 1, 2017","June 1, 2017","August 9, 2018",,"August 9, 2018",,,"https://ClinicalTrials.gov/show/NCT03623971"
44,"NCT04444908","Development and Validation of an Artificial Intelligence-assisted Strategy Selection System for Colonoscopy Cleaning",,"Recruiting","No Results Available","Colorectal Adenoma",,"The adenoma detection rate (ADR)|Cleanliness assessment of different intestinal segment in the artificial intelligence system|The polyp detection rate (PDR)|The mean number of polyps per patient (MNP)|The mean number of adenomas per patient (MAP)|PDR of different sizes|MNP of different sizes|ADR of different sizes|MAP of different sizes|ADR of different location|MAP of different location|Scope-forward time and Withdrawal time|Boston Bowel Preparation Score of endoscopists|Cecal intubation rate","Renmin Hospital of Wuhan University","All","18 Years and older   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","WDRY2019-KK073","May 11, 2020","August 1, 2020","August 31, 2020","June 24, 2020",,"July 7, 2020","Renmin hospital, Wuhan, Hubei, China","""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/08/NCT04444908/Prot_SAP_ICF_000.pdf","https://ClinicalTrials.gov/show/NCT04444908"
45,"NCT03621462","Elucid Labs AIDA™ - Labelled Image Acquisition Protocol",,"Not yet recruiting","No Results Available","Melanoma (Skin)|Basal Cell Carcinoma of the Skin|Squamous Cell Carcinoma of the Skin","Device: Artificial Intelligence Dermatology Assistant (AIDA™)","Sensitivity of in-clinic dermatologist diagnosis using AIDA™ compared to standard dermoscopy and physical examination alone|Specificity of in-clinic dermatologist diagnosis using AIDA™ compared to standard dermoscopy and physical examination alone","Elucid Labs Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","4000","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","AIDA-PRO-001","October 15, 2018","September 1, 2020","October 15, 2020","August 8, 2018",,"August 8, 2018","Total Skincare Centre, Calgary, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT03621462"
46,"NCT04440865","Impact of Artificial Intelligence Genius® System-assisted Colonoscopy vs. Standard Colonoscopy (COLO-GENIUS)","COLO-GENIUS","Not yet recruiting","No Results Available","Colonic Polyp|Colonoscopy|Artificial Intelligence|Colonic Adenoma|Colonic Neoplasms","Other: Genius® System-assisted Colonoscopy|Other: Standard Colonoscopy","Adenoma Detection Rate (ADR)|Advanced Neoplasia Detection Rate (ANDR)|Proximal Serrated Polyp Detection Rate (PSPDR)|Polyp Detection Rate (PDR)|The factors influencing the Adenoma Detection Rate (ADR)|Time to reach caecum (sec)|Caecal intubation rate (%)|Morbidity: perforation rate (%)|Morbidity: bleeding rate (%)","Clinique Paris-Bercy","All","18 Years and older   (Adult, Older Adult)","Not Applicable","2100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","COLO-GENIUS","October 1, 2020","October 7, 2020","October 1, 2021","June 22, 2020",,"June 22, 2020","Clinique Paris-Bercy, Charenton-le-Pont, France",,"https://ClinicalTrials.gov/show/NCT04440865"
47,"NCT03611387","Artificial Intelligence Screening on Patients With Primary Angle Closure Glaucoma","AI","Unknown status","No Results Available","Ophthalmopathy","Device: CASIA 2 OCT","The accuracy of the CASIA 2 OCT|The sensitivity and specificity of the AI","Sun Yat-sen University|University of California","All","18 Years and older   (Adult, Older Adult)",,"1500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CCPMOH2018-China-4","April 1, 2018","December 31, 2019","December 31, 2019","August 2, 2018",,"August 2, 2018","Zhognshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03611387"
48,"NCT04232462","A Multicentric Validation Study on the Accuracy of Artificial Intelligence Assisted System in Clinical Application of Digestive Endoscopy",,"Not yet recruiting","No Results Available","Gastrointestinal Disease|Endoscopy|Artificial Intelligence","Diagnostic Test: Endoscopists refer to AI for diagnosis","Accuracy|Sensitivity|Specificity|Positive Predictive Value (PPV)|Negative Predictive Value (NPV)|Receiver Operating Characteristic (ROC) Curve|Area Under the Curve (AUC)|mean Average Precision (mAP)|Sørensen-Dice coefficient (F1 score)|Recall Rate|Positive Likelihood Ratio|Negative Likelihood Ratio","Renmin Hospital of Wuhan University","All","18 Years and older   (Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Other|Time Perspective: Prospective","EA-19-006","January 12, 2020","May 1, 2020","December 1, 2023","January 18, 2020",,"January 18, 2020",,,"https://ClinicalTrials.gov/show/NCT04232462"
49,"NCT03766737","Validation of the Utility of an Intelligent Visual Acuity Diagnostic System for Children",,"Completed","No Results Available","Ophthalmopathy|Artificial Intelligence","Device: An intelligent visual acuity diagnostic system for children","The proportion of accurate, mistaken and miss detection of the intelligent visual acuity diagnostic system.","Sun Yat-sen University","All","1 Month to 14 Years   (Child)","Not Applicable","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CCPMOH2018-China-12","May 20, 2018","July 20, 2018","July 20, 2018","December 6, 2018",,"December 6, 2018","Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03766737"
50,"NCT03903042","Comparison of Aurora Fundus Camera With Traditional Camera in Diabetic Retinopathy With Visual Artificial Intelligence",,"Enrolling by invitation","No Results Available","Diabetic Retinopathy",,"Image Quality of Aurora camera|Outcome of gold standard|Image of Aurora camera|Image of traditional camera (Center 1: Canon)|Image of traditional camera (Center 2: Zeiss)|Image of traditional camera (Center 3: Topcon)|Outcome of artificial intelligence algorithm","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine","All","18 Years and older   (Adult, Older Adult)",,"300","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Shanghai1stAI","November 1, 2018","May 2019","May 2019","April 4, 2019",,"April 4, 2019","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03903042"
