"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
35,"NCT04214210","The DIALOGUE Study: Swiss-Korean Billateral Collaboration","DIALOGUE","Not yet recruiting","No Results Available","Hereditary Cancer|Breast Cancer|Ovarian Cancer","Other: Adapted Family Gene Toolkit|Other: Targeted intervention","Profile of Mood States (POMS)|Change in proportion of informed relatives|Informing Relatives Inventory|Intention to have genetic testing|Reach|Effectiveness|Adoption|Implementation|Maintenance|Acceptability - investigator developed|K-CASCADE|Cancer diagnoses|Cancer surveillance|Breast cancer risk factors and genetics knowledge index|Brief Cope|Decision regret|Decision conflict","University of Basel|Yonsei University|University Hospital, Basel, Switzerland|Hopital du Jura, Delemont, Switzerland|Department of Computer Science Yonsei University, Seoul, Korea|National Cancer Center, Korea|Chungnam National University|Ente Ospedaliero Cantonale, Ticino, Switzerland|Swiss National Science Foundation|University Hospital Inselspital, Berne|University Hospital, Geneva","All","19 Years to 99 Years   (Adult, Older Adult)","Not Applicable","228","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Screening","IZKSZ3_188408 / 1","March 1, 2020","February 28, 2023","October 31, 2023","January 2, 2020",,"January 6, 2020","University Hospital Basel, Basel, Switzerland|Istituto Oncologico della Zvizzera Italiana, Bellinzona, Switzerland|Universitatklinik fur Medizinische Onkologie, Inselspital, Bern, Switzerland|Unite d'Oncogenetique et de Prevention des Cancers, Geneva, Switzerland",,"https://ClinicalTrials.gov/show/NCT04214210"
36,"NCT03359343","Computer-assisted Diagnosis System Based on Linked Colour Imaging",,"Unknown status","No Results Available","Colorectal Polyp|Linked Color Imaging|Computer-aided Diagnosis",,"LCI accuracy|the short learning curve|the correlation","Affiliated Hospital to Academy of Military Medical Sciences","All","16 Years to 80 Years   (Child, Adult, Older Adult)",,"250","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","307-LCI-CAD","October 1, 2017","February 1, 2018","February 1, 2018","December 2, 2017",,"January 12, 2018","Affiliated Hospital to Academy of Military Medical Sciences, Beijing, Beijing, China|Department of Gastroenterology, Affilited Hospital to Academy of Military Medical Sciences, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03359343"
37,"NCT00337974","Computer-Based Training for Cognitive Enhancement: In Home Study",,"Completed","No Results Available","Aging","Other: Computerized Plasticity-Based Adaptive Cognitive Training|Other: Educational DVDs","Evaluation of training effects.|Safety effects of computer-based training.","Posit Science Corporation","All","60 Years and older   (Adult, Older Adult)","Not Applicable","182","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","OUT-106-2005","March 2005","January 2006","January 2006","June 20, 2006",,"November 2, 2015","Posit Science Corporation, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT00337974"
38,"NCT00387062","Computer-Based Training in Patients With Post-Chemotherapy Cognitive Impairment",,"Completed","No Results Available","Breast Cancer|Cognitive Symptoms|Memory Disorders","Device: Computer-based Cognitive Training","Examination of the quantitative training program progression data|Safety|Quality of life health assessments|Functional outcomes assessments|Perceived stress assessments","Posit Science Corporation","All","21 Years and older   (Adult, Older Adult)","Phase 1","50","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","OUT-113-2005; 06140-01","October 2006","June 2008","June 2008","October 12, 2006",,"June 24, 2008","Posit Science Corporation, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT00387062"
39,"NCT02810366","Physician Versus Computer Coding of Verbal Autopsies",,"Unknown status","No Results Available","Fatal Outcome","Other: Physician versus Computer Coded Verbal Autopsy","Equivalence (CSMF Accuracy) of cause of death distribution between physician versus computer coded verbal autopsies|Equivalence of cause of death assignment at the population (CSMF Accuracy) and individual (sensitivity) levels of physician versus lay surveyor collected verbal autopsies","Centre for Global Health Research, Toronto|International Institute for Population Sciences|Tata Memorial Hospital|HM Patel Center for Medical Care and Education","All","18 Years and older   (Adult, Older Adult)","Not Applicable","12500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","PCVA vs CCVA","September 2015","September 2016","December 2016","June 23, 2016",,"June 23, 2016","HM Patel Center for Medical Care and Education, Karamsad, Gujarat, India|Tata Memorial Centre, Mumbai, Maharashtra, India|International Institute of Population Sciences, Mumbai, Maharashtra, India",,"https://ClinicalTrials.gov/show/NCT02810366"
40,"NCT00337909","Computer-Based Training for Cognitive Enhancement: Classroom Study",,"Completed","No Results Available","Aging","Other: Computerized Plasticity-Based Adaptive Cognitive Training|Other: Educational DVDs","Evaluation of training program.|Evaluation of training effects.","Posit Science Corporation","All","60 Years and older   (Adult, Older Adult)","Not Applicable","94","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","OUT-107-2005","September 2005","March 2006","March 2006","June 20, 2006",,"November 2, 2015","Posit Science Corporation, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT00337909"
41,"NCT02459873","Modeling and Testing Change in Mental Abilities in Childhood",,"Completed","No Results Available","Low Executive Function in Children","Behavioral: Computer games to assess change in executive function skills","Change in working memory skills assessed through Executive Function Battery and NIH ToolBox|Change in processing speed skills assessed through Executive Function Battery and NIH ToolBox|Change in school grades in science, reading and math.|Change in parent reported behavior as assessed through BRIEF and CBCL questionnaires","University of Southern California","All","84 Months to 132 Months   (Child)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science","15-01767","June 2015","August 31, 2016","August 31, 2016","June 2, 2015",,"April 18, 2017","University of Southern California, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT02459873"
42,"NCT02126163","Promoting Responsible Drinking: An Internet-based, Interactive Computer Tailored Intervention",,"Completed","No Results Available","Regular Heavy AOD Use|Excessive Drinking","Behavioral: Treatment Group","Proportion of participants who reach criteria for limiting drinking according to low-risk drinking guidelines|Quantity of alcohol use (number of drinks per week, number of drinks per drinking day)|Frequency of alcohol use (days drinking above recommended limits during the past month, number of drinking days in the past month)|Ratings of alcohol-related problems|Well-being related to productivity","Pro-Change Behavior Systems","All","21 Years and older   (Adult, Older Adult)","Not Applicable","1000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","2R44AA01733-02","April 2014","March 2016","March 2016","April 29, 2014",,"March 24, 2016","Pro-Change Behavior Systems, Inc., South Kingstown, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT02126163"
43,"NCT01891656","Motivational Assessment Program to Initiate Treatment","MAPIT","Completed","No Results Available","Substance-Related Disorders","Behavioral: Motivational Interviewing|Behavioral: Motivational Computer","Treatment Progress|Drug and Alcohol Use|Probation Progress|Criminal Behavior","University of North Texas Health Science Center|National Institute on Drug Abuse (NIDA)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","380","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","R01DA029010-01|5R01DA029010-06","June 2012","June 2015","February 2016","July 3, 2013",,"April 13, 2016","University of North Texas Health Science Center, Fort Worth, Texas, United States|George Mason University, Fairfax, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01891656"
44,"NCT03391024","Non-Contact Intraoperative Optical Imaging During Instrumentation Procedure",,"Completed","No Results Available","Computer-assisted Surgery","Device: BBL Experimental Navigation System","Pilot hole and screw trajectory accuracy as compared between post-operative CT and intraoperative images","Sunnybrook Health Sciences Centre","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","177-2013","September 24, 2013","August 1, 2015","August 1, 2015","January 5, 2018",,"January 5, 2018","Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03391024"
45,"NCT01781364","Neuroplasticity-oriented Cognitive Intervention in Early Onset and First Admission Schizophrenia",,"Completed","No Results Available","Psychosis","Behavioral: Brain Fitness Training, Posit Science SF","change from baseline at post-training and at 3-months and at 7-months follow-up in each of the following outcome measures: neuropsychological test performance (MCCCB), GAF, PANSS, MEG event-related potentials (M50), alpha activity|change from baseline in GAF score at 3-months and 7-moths follow-up","University of Konstanz","All","17 Years to 37 Years   (Child, Adult)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","FP16963311","January 2012","December 2014","December 2014","February 1, 2013",,"December 16, 2014","University Konstanz, Konstanz, Baden Wuerttemberg, Germany",,"https://ClinicalTrials.gov/show/NCT01781364"
46,"NCT01183078","Distal Locking Using an Electromagnetic Field Guided Computer Based Real Time System for Orthopaedic Trauma Patients","Sure Shot","Completed","No Results Available","Tibial Fractures|Femoral Fractures","Procedure: free-hand|Procedure: Wand technique","Reduced operative time.|Reduced C-arm exposure|Reduces inadvertent nail misses.|No complications","Wake Forest University Health Sciences|Smith & Nephew, Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","55","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00012034","August 2010","September 2013","September 2013","August 17, 2010",,"August 1, 2018","Wake Forest University Health Sciences - CompRehab, Winston-Salem, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01183078"
47,"NCT03391089","Non-contact Intraoperative Optical Imaging During Spinal Procedures",,"Unknown status","No Results Available","Computer-assisted Surgery","Device: BBL Experimental Navigation System","Pilot hole and screw trajectory accuracy as compared between post-operative CT and intraoperative images","Sunnybrook Health Sciences Centre","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","406-2015","January 21, 2016","January 21, 2019","January 21, 2019","January 5, 2018",,"January 5, 2018",,,"https://ClinicalTrials.gov/show/NCT03391089"
48,"NCT03391011","Non-contact Intraoperative Optical Imaging During Neurosurgical Procedures",,"Enrolling by invitation","No Results Available","Computer-assisted Surgery","Device: BBL Experimental Navigation System","Pilot hole and screw trajectory accuracy as compared between post-operative CT and intraoperative images","Sunnybrook Health Sciences Centre","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","086-2015","March 13, 2015","March 13, 2019","March 13, 2019","January 5, 2018",,"September 5, 2018",,,"https://ClinicalTrials.gov/show/NCT03391011"
