"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
31,"NCT04242836","Development and Validation of a Digital Optotype for Near Vision in Greek Language.","DeDART","Completed","No Results Available","Presbyopia|Low Vision|Near Vision","Diagnostic Test: MNREAD testing","Reading Acuity (RA)|Maximum Reading Speed (MRS)|Critical Print Size (CPS)|Accessibility Index (ACC)|Intraclass Correlation Coefficients (ICCs) for study participants|Test-retest Intraclass Correlation Coefficients (ICCs)","Democritus University of Thrace","All","18 Years to 75 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","ES3/Th2/27-03-2019","March 28, 2019","June 28, 2019","November 28, 2019","January 27, 2020",,"January 27, 2020","University Hospital of Alexandroupolis, Alexandroupolis, Evros, Greece",,"https://ClinicalTrials.gov/show/NCT04242836"
32,"NCT03760055","Assessment of Visual Function With a Portable Brain-computer Interface",,"Enrolling by invitation","No Results Available","Glaucoma|Age Related Macular Degeneration|Optic Neuropathy|Retinal Degeneration","Device: nGoggle","Device accuracy to detect visual field loss|Device accuracy to detect structural neural loss|Device accuracy to detect objective functional loss|Assessment of repeatability|Patients' satisfaction","NGoggle|Duke University|National Eye Institute (NEI)","All","18 Years to 90 Years   (Adult, Older Adult)",,"200","Industry|Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","Pro00100894|R42EY027651","February 11, 2019","January 2024","January 2024","November 30, 2018",,"February 27, 2020","Duke University Eye Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT03760055"
33,"NCT03782181","Use of Whole Body Vibration in Patients With Fibromyalgia",,"Completed","Has Results","Fibromyalgia","Device: Whole body vibration platform","Pressure Pain Thresholds|Vibration Thresholds|Berg Scale|Six-minute Walking Test (6MWT)|Dynamometer|Analysis of the Romberg's Balance Test With the CvMob Software|Gait Task|Fibromyalgia Impact Questionnaire (FIQ)|Visual Analogue Pain Scale (VAS)|Quality of Life Index (QLI)","University of the Balearic Islands","All","30 Years to 65 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","IB 2586/15 PI","January 7, 2019","March 25, 2019","June 28, 2019","December 20, 2018","January 29, 2020","February 13, 2020","University of Balearic Islands, Palma de Mallorca, Balearic Islands, Spain","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/81/NCT03782181/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03782181"
34,"NCT00678860","Validation of Computerized Vision-Targeted Quality-of-Life Questionnaires",,"Completed","No Results Available","Eye Disease",,,"National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)",,"147","NIH","Observational","Time Perspective: Prospective","080135|08-EI-0135","May 9, 2008",,"October 31, 2011","May 16, 2008",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00678860"
35,"NCT03894670","Evaluation of Methods for Measuring Gastrointestinal Transit and Food Reward in Healthy Individuals - The PRESET Study","PRESET","Completed","No Results Available","Healthy Participants","Other: Standard mixed breakfast meal|Other: SmartBar™","Gastric emptying time (minutes)|Small bowel transit time (minutes)|Large bowel transit time (minutes)|Total gastrointestinal transit time (minutes)|Motility index (arbitrary unit)|Metabolites|Hormones|Attention measured using eye tracking|Arousal measured using galvanic skin response|Emotions measured using facial expression analysis|Food choice|Implicit wanting|Explicit liking|Explicit wanting|Subjective appetite|Self-reported gastrointestinal symptoms (part 1)|Self-reported gastrointestinal symptoms (part 2)|Self-reported gastrointestinal symptoms (part 3)|Self-reported autonomic symptoms|Body weight (kg)|Body mass index (kg/m^2)|Fat mass (kg)|Fat percentage (%)|Fat free mass (kg)|Waist circumference (cm)|Hip circumference (cm)|Mean amplitude of glycaemic excursions (MAGE)|Continuous overall net glycaemic action (CONGA)|Daily time spent above different glucose concentrations (e.g. >6.1 mmol/L, >7.0 mmol/L, >7.8 mmol/L, and >11.1 mmol/L)|Mean glucose concentrations|Standard deviation of glucose concentrations|Variation coefficients of glucose concentrations|Resting energy expenditure (kcal/day)|Substrate oxidation (respiratory exchange ratio)|Systolic blood pressure (mmHg)|Diastolic blood pressure (mmHg)|Heart rate (bpm)|Heart rate response to standing up from the supine position|Heart rate response to inhalation and exhalation|Heart rate response to forced exhalation during rest (valsalva maneuver)|Microbiome content and diversity|Physical activity (time spent at different intensities)|Physical activity (counts/min)|Physical activity energy expenditure (kcal/day)|Physical activity (MET hours)|Timing of physical activity (hh:mm)|Energy intake (kcal/day)|Macronutrient intake (energy percentage)|Timing of dietary intake (hh:mm)|Sleep timing (hh:mm)|Sleep duration (minutes)|Sleep variability (minutes)|Sleep onset latency (minutes)|Sleep efficiency (%)|Wakefulness (minutes)|HbA1c (mmol/mol and %)|Insulin sensitivity (indices)|Insulin resistance (indices)","Kristine Færch|University of Copenhagen|iMotions A/S|University of Leeds|Aalborg University Hospital|Steno Diabetes Center Copenhagen","All","30 Years to 70 Years   (Adult, Older Adult)","Not Applicable","15","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","H-18026293","October 16, 2018","May 24, 2019","May 24, 2019","March 28, 2019",,"June 18, 2019","Steno Diabetes Center Copenhagen, Gentofte, Denmark",,"https://ClinicalTrials.gov/show/NCT03894670"
36,"NCT03854656","Effect of Time-restricted Eating on Behaviour and Metabolism in Overweight Individuals at High Risk of Type 2 Diabetes","RESET","Recruiting","No Results Available","Overweight and Obesity|PreDiabetes","Other: Time-restricted eating","Change in body weight (kg)|Body weight (kg)|Body mass index (kg/m^2)|Fat mass (kg)|Fat free mass (kg)|Fat percentage (%)|Waist circumference (cm)|Hip circumference (cm)|HbA1c (mmol/mol and %)|Systolic blood pressure (mmHg)|Diastolic blood pressure (mmHg)|Heart rate (bpm)|Resting energy expenditure (kcal/day)|Substrate oxidation (respiratory exchange ratio)|Metabolites|Hormones|Circulating proteins that associate with low-grade inflammation and lipid metabolism|Respiratory and glycolytic capacities of isolated peripheral blood mononuclear cells (PBMCs)|Heart rate response to standing up from the supine position|Heart rate response to inhalation and exhalation|Heart rate response to forced exhalation during rest (valsalva maneuver)|Gastric emptying time (hours and minutes)|Small bowel transit time (hours and minutes)|Large bowel transit time (hours and minutes)|Total gastrointestinal transit time (hours and minutes)|Motility index|Attention measured using eye tracking|Emotions measured using facial expression analyses|Arousal measured using galvanic skin response|Food choice|Implicit wanting|Explicit liking|Explicit wanting|Insulin sensitivity (indices)|Insulin resistance (indices)|Subjective appetite|Mean amplitude of glycaemic excursions (MAGE)|Continuous overall net glycaemic action (CONGA)|Daily time spent above different glucose concentrations (e.g. >6.1 mmol/L, >7.0 mmol/L, >7.8 mmol/L, and >11.1 mmol/L)|Mean glucose concentrations|Standard deviation of glucose concentrations|Variation coefficients of glucose concentrations|Physical activity (time spent at different intensities)|Physical activity (counts/min)|Physical activity energy expenditure (kcal/day)|Physical activity (MET hours)|Timing of physical activity (hh:mm)|Energy intake (kcal/day)|Macronutrient intake (energy percentage)|Timing of dietary intake (hh:mm)|Sleep timing (hh:mm)|Sleep duration (min)|Sleep variability (min)|Sleep onset latency (min)|Sleep efficiency (%)|Wakefulness (min)|Self-reported gastrointestinal symptoms (part 1)|Self-reported gastrointestinal symptoms (part 2)|Self-reported gastrointestinal symptoms (part 3)|Self-reported autonomic symptoms|Self-reported control over eating|Self-reported sleepiness|Self-reported sleep quality|Self-reported chronotype|Self-reported physical activity|Self-reported overall health and wellbeing|Self-reported eating behavior|Self-reported night eating|Daily eating/drinking window (hh:min)|Microbiome content and diversity|Motivation for participation (qualitative methods)|Feasibility of the intervention (qualitative methods)|Satisfaction with the intervention (qualitative methods)","Kristine Færch|University of Copenhagen|Aalborg University Hospital|iMotions A/S|University of Leeds|Salk Institute for Biological Studies|Steno Diabetes Center Copenhagen","All","30 Years to 70 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","NNF17OC0027822","February 25, 2019","June 2020","August 2020","February 26, 2019",,"November 25, 2019","Steno Diabetes Center Copenhagen, Gentofte, Denmark",,"https://ClinicalTrials.gov/show/NCT03854656"
37,"NCT03986619","Evaluation of Methods for Measuring Food Reward and Food-related Behavior in Healthy Individuals","PRESET","Completed","No Results Available","Healthy Participants",,"Gaze duration bias (ratio)|Attention|Arousal|Emotions|Food choice|Reaction time (ms)|Implicit wanting|Explicit liking|Explicit wanting|Subjective appetite|Body weight (kg)|Body mass index (kg/m^2)|Fat mass (kg)|Fat percentage (%)|Fat free mass (kg)|Waist circumference (cm)|Hip circumference (cm)|Systolic blood pressure (mmHg)|Diastolic blood pressure (mmHg)|Heart rate (bpm)|HbA1c (mmol/mol and %)|Sleep quality|Sleepiness|Self-reported health|Physical activity|Chronotype|Night eating|Eating behavior|Control over eating|Socioeconomic status|Total energy intake (kcal or kJ)|Energy intake from specific food categories (kcal or kJ)","Steno Diabetes Center Copenhagen|University of Copenhagen|University of Leeds|Aalborg University Hospital|iMotions A/S","All","30 Years to 70 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","H-18026293_substudy","October 16, 2018","August 29, 2019","August 29, 2019","June 14, 2019",,"September 4, 2019","Steno Diabetes Center Copenhagen, Gentofte, Denmark",,"https://ClinicalTrials.gov/show/NCT03986619"
38,"NCT02862405","Perception of Objects and Natural Scenes in People With Vision Loss (ACTIVIS)","ACTIVIS","Completed","No Results Available","Vision Loss","Other: vision tests","Comparison of performances in visual tests between different groups according to error rate|Comparison of performances in visual tests between different groups according to answer time|Estimation of the score of visual acuity by the logMAR chart|Measure of lesion size|Pearson correlation coefficient to determine the correlation between the performance parameters during visual tests (error rate and answer time) and clinical parameters (visual acuity and lesion size)","Lille Catholic University|University Hospital, Lille","All","18 Years to 90 Years   (Adult, Older Adult)",,"260","Other","Observational","Observational Model: Case Control|Time Perspective: Cross-Sectional","RC-P009","March 2011","March 2015","March 2015","August 11, 2016",,"August 11, 2016",,,"https://ClinicalTrials.gov/show/NCT02862405"
39,"NCT02925884","Effects of Gunnar Computer Glasses on Viewing Comfort and Performance",,"Terminated","No Results Available","Dry Eye|Eye Strain|Visual Acuity|Color Perception|Reading","Device: Gunnar OTC Glasses Condition","Subjective rating of Gunnar computer glasses preference|Viewing discomfort|Visual acuity|Color perception|Reading|Dry eye measurements","Pacific University|Gunnar Optiks","All","18 Years to 42 Years   (Adult)","Not Applicable","34","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)","PUIRB075-13|Gunnar2013","June 2013","September 2013","September 2013","October 6, 2016",,"October 6, 2016","Vision Performance Institute, Pacific University, Forest Grove, Oregon, United States",,"https://ClinicalTrials.gov/show/NCT02925884"
40,"NCT02775396","Effects of Wearing Progressive Addition Lens on Working Distance and Refractive Status in Adult Computer Users",,"Completed","No Results Available","Video Game Play Using Handheld Computer","Device: Spectacle lens","Change in near working distance measured by an automatic ultrasound sensor|Change in refractive status measured by an automatic refractometer","The Hong Kong Polytechnic University|Carl Zeiss","All","18 Years to 40 Years   (Adult)","Not Applicable","64","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","P14-0085","September 2014","March 2015","April 2015","May 17, 2016",,"May 17, 2016",,,"https://ClinicalTrials.gov/show/NCT02775396"
