"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
36,"NCT04269304","Deciphering AMD by Deep Phenotyping and Machine Learning- Prospective Study - PINNACLE","PINNACLE","Recruiting","No Results Available","Age-related Macular Degeneration",,"Sensitivity / specificity of OCT and autofluorescence parameters.|Sensitivity / specificity of novel imaging characteristics","University of Southampton|University College, London|Imperial College London|University of Basel|Medical University of Vienna|University of Michigan","All","55 Years to 90 Years   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IRAS - 256931|47270|210572/Z/18/Z","October 28, 2019","December 2023","December 2024","February 13, 2020",,"February 13, 2020","Medical University of Vienna, Vienna, Austria|University Hospital Basel, Basel, Switzerland|The Princess Alexandra Hospital Nhs Foundation Trust, Harlow, Essex, United Kingdom|Portsmouth Hospitals Nhs Trust, Portsmouth, Hampshire, United Kingdom|University Hospital Southampton, Southampton, Hampshire, United Kingdom|Frimley Health Nhs Foundation Trust, Frimley, Surrey, United Kingdom|Salisbury Nhs Foundation Trust, Salisbury, Wiltshire, United Kingdom|University Hospitals Bristol Nhs Foundation Trust, Bristol, United Kingdom|Moorfields Eye Hospital, London, United Kingdom|Royal Free London Nhs Foundation Trust, London, United Kingdom|Guy'S and St Thomas' Nhs Ft, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04269304"
37,"NCT01369290","Electroencephalography (EEG) Signal Processing","EEG-SP","Unknown status","No Results Available","Major Depressive Disorder","Drug: Venlafaxine|Drug: bupropion|Drug: escitalopram|Other: Psychotherapy|Drug: Duloxetine","Machine learning","St. Joseph's Healthcare Hamilton","All","18 Years to 70 Years   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","ESP-3152|EEG Signal Processing","October 2009","October 2012","October 2013","June 8, 2011",,"November 30, 2011","St. Joseph's Healthcare, Centre for Mountain Health Services, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT01369290"
38,"NCT04407585","Testing the Accuracy of a Digital Test to Diagnose Covid-19",,"Recruiting","No Results Available","Covid-19","Diagnostic Test: Covid-19 swab PCR test","SARS-CoV-2 infection","King's College London|Zoe Global Limited|Department of Health, United Kingdom","All","18 Years and older   (Adult, Older Adult)",,"1000000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Covid-19 Validation Study","June 1, 2020","May 10, 2021","May 10, 2021","May 29, 2020",,"June 24, 2020","King's College London, London, United Kingdom","""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/85/NCT04407585/SAP_000.pdf","https://ClinicalTrials.gov/show/NCT04407585"
39,"NCT03644940","Subpopulation-Specific Sepsis Identification Using Machine Learning",,"Not yet recruiting","No Results Available","Sepsis|Severe Sepsis|Septic Shock","Diagnostic Test: CustomSight","In-hospital SIRS-based mortality|In-hospital severe sepsis/shock-coded mortality|SIRS-based hospital length of stay|Severe sepsis/shock-coded hospital length of stay","Dascena|University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Phase 2","51645","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Diagnostic","18-347718","December 2020","July 2021","July 2021","August 23, 2018",,"December 27, 2018",,,"https://ClinicalTrials.gov/show/NCT03644940"
40,"NCT03711656","Prediction and Prevention of Nocturnal Hypoglycemia in Persons With Type 1 Diabetes Using Machine Learning Techniques",,"Completed","No Results Available","Type1diabetes|Hypoglycemia","Device: isCGM (intermittently scanned Continuous Glucose Monitoring)|Device: Physical exercise tracker","Sensitivity (SE) and specificity (SP) to predict Level 1 hypoglycemia|Sensitivity (SE) and specificity (SP) to predict Level 2 hypoglycemia|Predicted HbA1c from the sensor data|standard deviation (SD)|Mean glucose|Level 3 hypoglycaemia|Percentage of time in hypoglycemic ranges|Percentage of time in target range|Percentage of time in hyperglycemic range >180|Percentage of time in hyperglycemic range >250|Glucose variability LBGI|Glucose variability HBGI|Number of Level 3: severe hypoglycemia","Hospital Clinic of Barcelona|Universitat de Girona","All","18 Years and older   (Adult, Older Adult)","Not Applicable","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","Nocturnal Hypoglycemia","October 10, 2018","March 1, 2019","April 30, 2019","October 18, 2018",,"August 7, 2019","Hospital Clínic de Barcelona, Barcelona, Catalonia, Spain",,"https://ClinicalTrials.gov/show/NCT03711656"
41,"NCT03752489","Unsupervised Machine Learning for Clustering of Septic Patients to Determine Optimal Treatment",,"Not yet recruiting","No Results Available","Sepsis|Severe Sepsis|Septic Shock","Diagnostic Test: Treatment-specific InSight|Diagnostic Test: InSight","In-hospital SIRS-based mortality","Dascena","All","18 Years and older   (Adult, Older Adult)","Phase 2","51645","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Diagnostic","19-426246","July 1, 2020","February 28, 2021","June 30, 2021","November 26, 2018",,"November 26, 2018",,,"https://ClinicalTrials.gov/show/NCT03752489"
42,"NCT03734484","Gram Type Infection-Specific Sepsis Identification Using Machine Learning",,"Not yet recruiting","No Results Available","Sepsis|Severe Sepsis|Septic Shock","Diagnostic Test: InSight","Change in time to antibiotic administration|Change in administration of unnecessary antibiotics","Dascena","All","18 Years and older   (Adult, Older Adult)","Phase 2","51645","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Diagnostic","01072019","May 1, 2022","November 30, 2022","March 1, 2023","November 8, 2018",,"November 8, 2018",,,"https://ClinicalTrials.gov/show/NCT03734484"
43,"NCT04287712","Detection of Lung Cancer by Plasma Lipids","ELAID","Completed","No Results Available","Early-Stage Lung Cancer","Diagnostic Test: Plasma lipids","Plasma Lipids","Peking University People's Hospital|Beijing Haidian Hospital|Jiangsu Cancer Institute & Hospital|Peking University Health Science Center","All","18 Years and older   (Adult, Older Adult)",,"558","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2018PHB233-01","December 13, 2018","October 31, 2019","May 20, 2020","February 27, 2020",,"June 4, 2020","Peking University People's Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04287712"
44,"NCT04399811","Near-infrared Vision for Microcirculatory Status","NVIM","Not yet recruiting","No Results Available","Near-infrared Vision|Machine Learning|Microcirculatory Status","Diagnostic Test: Near-infrared Vision Photograph","Hospital mortality|Lacteta clearance rate|Capillary refill time (CRT)","Shanghai Zhongshan Hospital","All","18 Years and older   (Adult, Older Adult)",,"2000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","B2020-057R","May 17, 2020","December 31, 2023","December 31, 2023","May 22, 2020",,"May 22, 2020",,,"https://ClinicalTrials.gov/show/NCT04399811"
45,"NCT01766869","Improving Cancer Foci Detection in Prostate Cancer Using Multiparametric MRI/MRS","GCC 1261","Withdrawn","No Results Available","Prostate Cancer",,"Primary Objective: distinguishing high-grade tumors vs. low-grade tumors and normal prostate|Secondary Objective: non-invasive and quantitative test to accurately identify the tumor grade and location.","University of Maryland, Baltimore","Male","18 Years and older   (Adult, Older Adult)",,"0","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","HP-00054431","April 2015","April 2015","April 2015","January 11, 2013",,"March 18, 2020","Ummc Msgcc, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01766869"
46,"NCT04130789","Personalized Swiss Sepsis Study","PSSS_digital","Recruiting","No Results Available","Sepsis","Other: compare data patterns by data-driven algorithms to determine sepsis|Other: compare data patterns by data-driven algorithms to predict sepsis-related mortality","sepsis-related mortality (sensitivity)|sepsis-related mortality (specificity)|Determination of sepsis","University Hospital, Basel, Switzerland|Swiss Personalized Health Network (SPHN)|Personalized Health and Related Technologies (PHRT) initiative of ETH Zürich","All","18 Years and older   (Adult, Older Adult)",,"17500","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","2018-01088; qu18Egli2","November 15, 2019","June 2022","June 2023","October 17, 2019",,"July 8, 2020","Clinical Microbiology, University Hospital Basel, Basel, Switzerland|Infectious Diseases and Hospital Epidemiology, University Hospital Basel, Basel, Switzerland|Medical Intensive Care Unit; University Hospital Basel, Basel, Switzerland|Surgical Intensive Care Unit, University Hospital Basel, Basel, Switzerland|Institute for Infectious Diseases, University of Bern, Bern, Switzerland|Division Infectious Diseases, University Hospital Bern, Bern, Switzerland|Intensive Care Medicine, University Hospital Bern, Bern, Switzerland|Division Bacteriology Laboratory, University Hospital Geneva, Geneva, Switzerland|Division Infectious Diseases, University Hospital Geneva, Geneva, Switzerland|Intensive Care Medicine, University Hospital Geneva, Geneva, Switzerland|Division Intensive Care Medicine, University Hospital Lausanne, Lausanne, Switzerland|Institute of Microbiology, University Hospital Lausanne, Lausanne, Switzerland|Service Infectious Diseases, University Hospital Lausanne, Lausanne, Switzerland|Institute for Medical Microbiology, University Hospital Zurich, Zürich, Switzerland|Division Infectious Diseases, University Hospital Zurich, Zürich, Switzerland|Institute for Intensive Medicine, University Hospital Zurich, Zürich, Switzerland",,"https://ClinicalTrials.gov/show/NCT04130789"
47,"NCT04408976","Implementation Study With Decision Support Based on Data",,"Completed","No Results Available","Urinary Tract Infections",,"Non-recurrent UTI","Leiden University Medical Center|Pacmed BV|Zorgverzekeraar CZ|Zorgverzekeraar Zilveren Kruis|Zorgverzekeraar Menzis|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Netherlands Instititute for Health Services Research","All","12 Years and older   (Child, Adult, Older Adult)",,"16824","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","P1746","November 13, 2017","May 16, 2018","May 16, 2018","June 1, 2020",,"June 1, 2020","Netherlands Institute for Health Services Research, Utrecht, Netherlands",,"https://ClinicalTrials.gov/show/NCT04408976"
48,"NCT03246490","A Machine Learning Approach for Inferring Alcohol Intoxication Levels From Gait Data","Alcogait","Completed","No Results Available","Alcohol Drinking","Other: All Participants","Phone App","Butler Hospital","All","21 Years to 75 Years   (Adult, Older Adult)","Not Applicable","141","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","AA025193","December 12, 2017","July 31, 2019","July 31, 2019","August 11, 2017",,"April 7, 2020","Butler Hospital, Providence, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT03246490"
49,"NCT04461990","Clinical Study of Imaging Genomics Based on Machine Learning for BCIG",,"Not yet recruiting","No Results Available","Breast Cancer|Molecular Typing|Pathology|Image, Body","Procedure: Multidisciplinary cooperative comprehensive treatment","Image prediction model of different molecular typing","Fudan University|RenJi Hospital|International Peace Maternity and Child Health Hospital","Female","Child, Adult, Older Adult",,"1500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","BCIG","December 1, 2020","December 30, 2022","December 30, 2023","July 8, 2020",,"July 8, 2020","Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04461990"
50,"NCT04005001","HindSight Phase II",,"Not yet recruiting","No Results Available","Sepsis|Severe Sepsis|Septic Shock","Diagnostic Test: HindSight|Diagnostic Test: InSight","False alert reduction","Dascena|University of California, San Francisco|Cape Regional Medical Center|Oroville Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","51645","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Diagnostic","19-569185","January 1, 2020","December 31, 2021","December 31, 2021","July 2, 2019",,"July 2, 2019",,,"https://ClinicalTrials.gov/show/NCT04005001"
