"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
30,"NCT03688165","The Effects of Gait Rehabilitation After Stroke by Treadmill-based Robotics Versus Traditional Gait Training","TREAD_STROKE","Recruiting","No Results Available","Stroke|Acute Stroke|Chronic Stroke","Device: Treadmill-based Robotic Gait Training","Change in 10 Meter Walk Test (10MWT)|Change in Timed Up and Go test (TUG)|Change in 6 Minute Walking Test (6MWT)|Change in Trunk Control Test (TCT)|Change in Motricity Index (MI)|Change in ModifiedAshworth Scale (MAS)|Change in Modified Barthel Index (mBI)|Change in Walking Handicap Scale (WHS)","Marco Franceschini, MD|Ospedale Santo Stefano|APSS Trento TN|Azienda Sanitaria n. 4 Chiavarese|Fondazione Don Carlo Gnocchi Onlus|Azienda Ospedaliera San Gerardo di Monza|University Hospital of Ferrara|Privatklinik Villa Melitta|Centro Ricerche Cliniche di Verona|Unità di Neuroriabilitazione, HABILITA Zingonia (BG)|Istituto Piero Redaelli, Milano|S. Anna Hospital|Azienda Sanitaria Locale n.2 Savonese|Fondazione Centri di Riabilitazione Padre Pio Onlus. San Giovanni Rotondo (FG)|Habilita, Ospedale di Sarnico|I.R.C.C.S. Fondazione Santa Lucia|Azienda Ospedaliero, Universitaria Pisana|Azienda Socio Sanitaria Territoriale di Mantova|IRCCS San Raffaele","All","18 Years to 85 Years   (Adult, Older Adult)",,"58","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","01/2018","June 20, 2018","December 1, 2020","December 30, 2020","September 28, 2018",,"March 2, 2020","U.O.C. Medicina Fisica e Riabilitazione, osp.S.Gerardo, Monza, Lombardia, Italy|Irccs Centro Neurolesi Bonino Pulejo, Messina, Italy|Irccs Fondazione Santa Lucia, Roma, Italy|IRCCS San Raffaele Pisana, Roma, Italy",,"https://ClinicalTrials.gov/show/NCT03688165"
31,"NCT04415138","Evaluation of Robotic-assisted Mitral Surgery With the daVinci X Surgical System",,"Active, not recruiting","No Results Available","Mitral Regurgitation|Surgery","Device: Robotic-assisted mitral valve repair","Duration of ICU stay (hours) and Hospital stay (days and hours)|Rate of Major Adverse Cerebral and Cardiovascular Events (MACCE)|Economic evaluation (direct and indirect costs).|Rate of residual mitral regurgitation (Early).|Rate of residual mitral regurgitation (follow-up).","Cliniche Humanitas Gavazzeni","All","18 Years and older   (Adult, Older Adult)",,"250","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","GAV 213/20","March 10, 2020","December 31, 2022","June 30, 2023","June 4, 2020",,"June 4, 2020","Cliniche HUMANITAS Gavazzeni, Bergamo, Italy",,"https://ClinicalTrials.gov/show/NCT04415138"
32,"NCT01903577","Comparative Ergonomic Analysis of Robotic Versus Laparoscopic Surgery",,"Terminated","No Results Available","Ergonomics","Other: Robotic Task Performance|Other: Laparoscopic Task Performance","%MVC|Completion time|NASA Task Load Index|Quality analysis of tasks","Washington University School of Medicine|Intuitive Surgical|Society of American Gastrointestinal and Endoscopic Surgeons|Southern Illinois University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","33","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Other","Robotic Ergonomics-201101766","September 2012","August 2017","August 2017","July 19, 2013",,"November 21, 2018","Washington University in St Louis School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT01903577"
33,"NCT01076387","Randomized Trial Comparing Robotic and Open Radical Cystectomy",,"Completed","No Results Available","Bladder Cancer","Procedure: open radical cystectomy|Procedure: robotic-assisted radical cystectomy","To compare surgical complications of robotic-assisted radical cystectomy and open radical cystectomy.|To examine clinical and pathological outcomes of robotic-assisted radical cystectomy and open radical cystectomy.|Intra-operative performance (surgical time, blood loss)|Pathologic findings, including the stage specific, soft tissue surgical margin rate and number of lymph nodes removed.|Bladder cancer recurrence (local, upper tract and distant disease)|complications grade 2-5|complication grade 3-5","Memorial Sloan Kettering Cancer Center","All","19 Years and older   (Adult, Older Adult)","Phase 3","124","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","10-016","February 2010","March 12, 2020","March 12, 2020","February 26, 2010",,"March 16, 2020","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT01076387"
34,"NCT03927560","Robotic-Assisted Percutaneous Coronary Intervention",,"Not yet recruiting","No Results Available","Coronary Artery Disease","Procedure: Robotic Assisted Percutaneous Coronary Intervention","Procedure Complications|Procedure Success|Occurence of Major Events","Hospital Israelita Albert Einstein","All","18 Years and older   (Adult, Older Adult)","Not Applicable","83","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Robotic First","June 10, 2019","February 10, 2020","March 10, 2020","April 25, 2019",,"May 1, 2019",,,"https://ClinicalTrials.gov/show/NCT03927560"
35,"NCT04211948","Clinical Study Between Robotic and Open Surgery in Patients With Pancreatic Cancer",,"Active, not recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma|Minimally Invasive Surgery","Procedure: robotic surgery|Procedure: open surgery","1 year overall survival rate|3 years overall survival rate|Postoperative Complications|1, 3years disease free survival rate","Ruijin Hospital|Shanghai Jiao Tong University School of Medicine","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","300","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","HBP-RWR-001","March 1, 2019","December 2022","December 2024","December 26, 2019",,"December 26, 2019","Shanghai Ruijin Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04211948"
36,"NCT03469778","Assessment of a Upper Limb Robotic Device in Stroke Patients",,"Unknown status","No Results Available","Stroke","Device: Robotic Therapy","Fugl Meyer Assessment Upper Limb (FMA-UL)|Wolf Motor Function Test (WMFT)|Dynamometry - Grasp and Pinch|Patients safety|Treatment adherence","University of Sao Paulo General Hospital","All","40 Years to 65 Years   (Adult, Older Adult)","Not Applicable","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","71611217.5.0000.0068","May 2, 2018","July 2018","September 2018","March 19, 2018",,"March 19, 2018","Centro de Pesquisa Clínica - Instituto de Medicina Física e Reabilitação, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT03469778"
37,"NCT00473564","Robotic Assisted Surgery in Upper Aerodigestive Tract Surgery",,"Completed","Has Results","Head and Neck Cancer|Oropharyngeal Cancer|Hypopharyngeal Cancer|Upper Aerodigestive Tract Neoplasms","Procedure: da Vinci® Robotic System","Number of Participants With Adequate Exposure and Access to Oropharyngeal and Hypopharyngeal Head and Neck Lesions|Assessment of Patients Safety by Evaluating the Number of Participants Who Experienced Known Complications From the Use of the da Vinci® Robotic System During Surgery, Experienced a Need for Conversion to Open Surgery or Required Additional Surgery.","University of Alabama at Birmingham","All","20 Years and older   (Adult, Older Adult)","Not Applicable","170","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","F061228004|HNO 0601","February 2007","December 2013","December 2015","May 15, 2007","April 30, 2015","March 8, 2016","University of Alabama at Birmingham Medical Center, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT00473564"
38,"NCT01059357","Transoral Robotic Surgery (TORS) for Oral and Laryngopharyngeal Lesions Using Da Vinci Robotic Surgical System","TORS","Completed","Has Results","Head and Neck Neoplasms","Device: Da Vinci Robotic Transoral Robotic Surgical System","The Number and Percent of All Evaluable Patients Who Have Successfully Undergone TORS at Each Interim Analysis.|Operative Time|Number of Participants With Blood Loss and Complications|Average Time to Set up and Perform Procedures|Number of Correctly Predicted Success of TORS Preoperatively|QOL","Wake Forest University Health Sciences","All","18 Years and older   (Adult, Older Adult)","Not Applicable","58","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00009802|CCCWFU 60209","June 2010","October 2014","October 2014","January 29, 2010","November 16, 2018","November 16, 2018","Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01059357"
39,"NCT03517228","Pilot Trial of the Robotic Uterine Manipulator",,"Recruiting","No Results Available","Gynecologic Surgery","Device: BAUM device","the number of intraoperative complications attributed to the robotic manipulator.","Memorial Sloan Kettering Cancer Center|Northwell Health","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-173","April 24, 2018","April 2021","April 2021","May 7, 2018",,"March 24, 2020","Memoral Sloan Kettering Basking Ridge (Consent only), Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth (Consent only), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Consent only), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (Consent only), Commack, New York, United States|Memorial Sloan Kettering Westchester (Consent only), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Consent only), Uniondale, New York, United States",,"https://ClinicalTrials.gov/show/NCT03517228"
40,"NCT03562663","Brain Stimulation and Robotics in Chronic Stroke Motor Recovery",,"Completed","No Results Available","Chronic Stroke","Device: Transcranial direct current stimulation|Device: Upper extremity robotics","Change in Upper Limb Fugl Meyer|Wolf Motor Function Test|Barthel Index|Stroke Impact Scale","Burke Medical Research Institute|Beth Israel Deaconess Medical Center|Northwell Health, Feinstein Institute|Massachusetts Institute of Technology|Spaulding Rehabilitation Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 3","82","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","BRC426","January 2012","January 2016","January 2016","June 19, 2018",,"June 19, 2018",,,"https://ClinicalTrials.gov/show/NCT03562663"
41,"NCT03292549","RObotic PArtial Nephrectomy National Study","ROPAN","Completed","No Results Available","Kidney Cancer","Procedure: Robotic partial surgery","Post-operative complications evaluated according to the Clavien criteria|Renal function after robotic partial nephrectomy measured by biological parameters|Per-operative modalities of haemostasis procedure|Per-operative modalities of haemostatic agent","University Hospital, Bordeaux","All","18 Years and older   (Adult, Older Adult)",,"452","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CHUBX 2012/30","April 2014","April 2015","April 2016","September 25, 2017",,"September 25, 2017","CHU Bordeaux, Bordeaux, France|CHU Grenoble, La Tronche, France|CHRU Lille, Lille, France|CHU Limoges, Limoges, France|HCL Lyon, Lyon, France|CH Diaconesses, Paris, France|CHU La Pitié Salpétrière/ Kremlin Bicêtre, Paris, France|CH Saint Joseph, Paris, France|Hôpital Européen Georges Pompidou, Paris, France|CHU Henri MONDOR, Paris, France|CHU Rennes - Centre Eugène Marquis, Rennes, France|CHU Strasbourg, Strasbourg, France|CH Foch, Suresnes, France|CHU Toulouse - Centre Claudius Régaud, Toulouse, France|CHU Tours, Tours, France",,"https://ClinicalTrials.gov/show/NCT03292549"
42,"NCT04011891","Comparison of OpeN VErsus RoboTic Partial Nephrectomy","CONVERT","Not yet recruiting","No Results Available","Renal Masses","Procedure: Robotic Partial Nephrectomy|Procedure: Open Partial Nephrectomy","Recruitment Potential|Suitability of secondary outcome measures|Resource Utilization - Operating Room/Robotic Studio Time Availability|Resource Utilization - Cost of Study Participation|Operative Time|Warm Ischemia Time|Blood Loss|Conversion rate to radical nephrectomy or open partial nephrectomy|Length of Stay|Complication Rates|Renal Function|Positive margin rate|Margin size|Analgesic Requirements|Quality of Life: EORTC QLQ-C30|Surgical Recovery/Flank Bulge|Health Economics","University Health Network, Toronto","All","18 Years and older   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","18-5885","November 2019","November 2021","November 2021","July 9, 2019",,"July 9, 2019","Princess Margaret Cancer Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04011891"
