Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
Information Explorer: a Suite of Tools for Cross-study Genetic Loci Discovery,NHLBI,8733017,4UH3HL108780-03,4,UH3,HL,108780,3,,,9403973,"ARENS, YIGAL  ","LANGE, LESLIE A",UNIVERSITY OF SOUTHERN CALIFORNIA,,2013,500000,
Information Explorer: a Suite of Tools for Cross-study Genetic Loci Discovery,NHLBI,8303362,5UH2HL108780-02,5,UH2,HL,108780,2,,,9403973,"ARENS, YIGAL  ","LANGE, LESLIE A",UNIVERSITY OF SOUTHERN CALIFORNIA,,2012,440305,
Information Explorer: a Suite of Tools for Cross-study Genetic Loci Discovery,NHLBI,8145063,1UH2HL108780-01,1,UH2,HL,108780,1,,,9403973,"ARENS, YIGAL  ","LANGE, LESLIE A",UNIVERSITY OF SOUTHERN CALIFORNIA,,2011,447457,
Human and Machine Learning for Customized Control of Assistive Robots,NIBIB,9773039,5R01EB024058-02,5,R01,EB,24058,2,,,11348746,"ARGALL, BRENNA ",Not Applicable,REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,,2019,329494,
A Platform for Safe; Noninvasive Prenatal Genetic Testing at Five Weeks of Pregnancy,NICHD,9940863,5R44HD092205-03,5,R44,HD,92205,3,,,1896792,"ARMANT, DAVID RANDALL ","GLIGORICH, KEITH MICHAEL","CRADLE GENOMICS, INC.",,2020,901625,
A Platform for Safe; Noninvasive Prenatal Genetic Testing at Five Weeks of Pregnancy,NICHD,9776011,2R44HD092205-02,2,R44,HD,92205,2,,,1896792,"ARMANT, DAVID RANDALL ","GLIGORICH, KEITH MICHAEL","CRADLE GENOMICS, INC.",,2019,1098375,
Improving cardiovascular image-based phenotyping using emerging methods in artificial intelligence,NHLBI,9867431,1R01HL150394-01,1,R01,HL,150394,1,,,10674706,"ARNAOUT, RIMA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2020,806128,
Seroepidemiologic methods to identify hotspots of trachoma and predict future infection,NIAID,9805550,1R03AI147128-01,1,R03,AI,147128,1,,,10962852,"ARNOLD, BENJAMIN F",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,2019,1299,
Predicting the Presence of Clinically Significant Prostate Cancer using Multiparametric MRI and MR-US Fusion Biopsy,NCI,9699449,5R21CA220352-02,5,R21,CA,220352,2,,,10643210,"ARNOLD, COREY WELLS",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2019,156788,
mHealth for Heart Failure: Predictive Models of Readmission Risk and Self-care Using Consumer Activity Trackers,NHLBI,9739978,1R01HL141773-01A1,1,R01,HL,141773,1,A1,,10643210,"ARNOLD, COREY WELLS",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2019,757507,
A Machine Learning Approach to Classifying Time Since Stroke using Medical Imaging,NINDS,9687756,5R01NS100806-02,5,R01,NS,100806,2,,,10643210,"ARNOLD, COREY WELLS",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2019,450969,
Novel Biomarker to Identify Critical Windows of Susceptibility to Metal Mixture,NIEHS,9767585,5R01ES026033-04,5,R01,ES,26033,4,,,9782928,"ARORA, MANISH  ","WRIGHT, ROBERT O",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,2019,608605,
Developmental Core,NIEHS,9814467,1U2CES030859-01,1,U2C,ES,30859,1,,7177,9782928,"ARORA, MANISH ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,2019,,165642
Novel Informatics Approaches for Ascertainment of PAD Status and Adverse Outcomes,NHLBI,9655950,5K01HL124045-05,5,K01,HL,124045,5,,,8877341,"ARRUDA-OLSON, ADELAIDE MARIA MARTINS",Not Applicable,MAYO CLINIC ROCHESTER,,2019,170856,
ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION,NHLBI,3349545,5R01HL035554-03,5,R01,HL,35554,3,,,9143702,"ARZBAECHER, ROBERT ",Not Applicable,ILLINOIS INSTITUTE OF TECHNOLOGY,,1988,150366,
ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION,NHLBI,3349544,5R01HL035554-02,5,R01,HL,35554,2,,,9143702,"ARZBAECHER, ROBERT ",Not Applicable,ILLINOIS INSTITUTE OF TECHNOLOGY,,1987,165059,
ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION,NHLBI,3349542,1R01HL035554-01,1,R01,HL,35554,1,,,9143702,"ARZBAECHER, ROBERT ",Not Applicable,ILLINOIS INSTITUTE OF TECHNOLOGY,,1986,187321,
Characterization of Early Response to Chronic Lung Injury using Chest CT,NHLBI,9646808,1K08HL145118-01,1,K08,HL,145118,1,,,14124720,"ASH, SAMUEL ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL,,2019,170320,
Center for Undiagnosed Diseases at Stanford,NHGRI,9789914,5U01HG010218-02,5,U01,HG,10218,2,,,8334480,"ASHLEY, EUAN A ","BERNSTEIN, JONATHAN ;FISHER, PAUL GRAHAM;WHEELER, MATTHEW THOMAS",STANFORD UNIVERSITY,,2019,1500000,
Self and Consciousness: Roots of Humanity?,NIMH,6416745,1R13MH064642-01,1,R13,MH,64642,1,,,2091688,"ASHMORE, RICHARD D",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,2002,24550,
TEXTSKIMER:  A HANDHELD READER FOR THE VISUALLY IMPAIRED,NEI,3496852,1R43EY006245-01,1,R43,EY,6245,1,,,1965935,"ASIMOPOULOS, NIKOS D",Not Applicable,"IMAGE PROCESSING TECHNOLOGIES, INC.",,1985,50000,
Decoding the neural time-course of spoken word recognition,NIDCD,9650473,1R21DC017596-01,1,R21,DC,17596,1,,,14952587,"ASLIN, RICHARD N. ","MCMURRAY, BOB ","HASKINS LABORATORIES, INC.",,2019,277714,
Osteoporosis in Hypercalciuric Kidney Stone Formers,NIDDK,6622487,5R44DK059086-03,5,R44,DK,59086,3,,,1935115,"ASPLIN, JOHN R",Not Applicable,LITHOLINK CORPORATION,,2003,357180,
Osteoporosis in Hypercalciuric Kidney Stone Formers,NIDDK,6447276,2R44DK059086-02,2,R44,DK,59086,2,,,1935115,"ASPLIN, JOHN R",Not Applicable,LITHOLINK CORPORATION,,2002,392623,
OSTEOPOROSIS IN HYPERCALCURIC KIDNEY STONE FORMERS,NIDDK,6298905,1R43DK059086-01,1,R43,DK,59086,1,,,1935115,"ASPLIN, JOHN R",Not Applicable,LITHOLINK CORPORATION,,2001,100000,
Development of Multi-Compartment MR-Fingerprinting for Subvoxel Estimation of Quantitative Tissue Biomarkers,NIBIB,9825278,1R21EB027241-01A1,1,R21,EB,27241,1,A1,,14454041,"ASSLAENDER, JAKOB  ","KNOLL, FLORIAN ",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2019,209851,
Using Technology to Scale Up the Evaluation of Motivational Interviewing,NIAAA,9692448,5K02AA023814-05,5,K02,AA,23814,5,,,8908096,"ATKINS, DAVID CHARLES",Not Applicable,UNIVERSITY OF WASHINGTON,,2019,131850,
ICON-BASED COURSEWARE FOR ALCOHOLISM ASSESSMENT TRAINING,NIAAA,3487410,1R43AA009572-01A1,1,R43,AA,9572,1,A1,,1874736,"AVENT, R. RICHARD",Not Applicable,AMERICAN RESEARCH CORP OF VIRGINIA,,1993,50000,
TECTONICS (Telemedicine Control Tower for the OR: Navigating Information; Care and Safety) trial,NINR,9738886,1R01NR017916-01A1,1,R01,NR,17916,1,A1,,11335471,"AVIDAN, MICHAEL SIMON",Not Applicable,WASHINGTON UNIVERSITY,,2019,640937,
Defining interaction quantitative trait loci (iQTLs) in the human genome,NIGMS,9751340,5R35GM128938-02,5,R35,GM,128938,2,,,12219382,"AY, FERHAT ",Not Applicable,LA JOLLA INSTITUTE FOR IMMUNOLOGY,,2019,449829,
Automated (AI) Analysis of Sleep Disordered Breathing,NHLBI,6721163,5K25HL004420-04,5,K25,HL,4420,4,,,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2004,147690,
Automated (AI) Analysis of Sleep Disordered Breathing,NHLBI,6638164,5K25HL004420-03,5,K25,HL,4420,3,,,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2003,147690,
Automated (AI) Analysis of Sleep Disordered Breathing,NHLBI,6536655,5K25HL004420-02,5,K25,HL,4420,2,,,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2002,147690,
Automated (AI) Analysis of Sleep Disordered Breathing,NHLBI,6320670,1K25HL004420-01A1,1,K25,HL,4420,1,A1,,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2001,147450,
AUTOMATED (AI) ANALYSIS OF SLEEP DISORDERED BREATHING,NCRR,7718390,5M01RR000096-47,5,M01,RR,96,47,,8497,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2008,,1259
Automated Analysis of Sleep Disordered Breathing,NCRR,6974288,2M01RR000096-43,2,M01,RR,96,43,,933,6380783,"AYAPPA, INDU A",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2004,,20159
NEURAL NETWORKS TO EVALUATE CORONARY ARTERY DISEASE RISK,NHLBI,2029573,1R03HL055150-01A2,1,R03,HL,55150,1,A2,,1961973,"AZEN, STANLEY P",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,1996,40973,
Function and circuitry of adaptive inhibition in the retina,NEI,9740980,2R01EY022933-06A1,2,R01,EY,22933,6,A1,,1906624,"BACCUS, STEPHEN A",Not Applicable,STANFORD UNIVERSITY,,2019,392194,
CERVICAL CANCER DETECTION AND SCREENING (PHASE II),NCI,3506369,5R44CA036657-03,5,R44,CA,36657,3,,,1966504,"BACUS, JAMES W",Not Applicable,"CELL ANALYSIS SYSTEMS, INC.",,1985,298852,
QUANTITATION OF ESTROGEN RECEPTOR CONCENTRATION IN CELLS,NCI,3506531,5R44CA042700-03,5,R44,CA,42700,3,,,1966504,"BACUS, JAMES W",Not Applicable,"CELL ANALYSIS SYSTEMS, INC.",,1988,142591,
QUANTITATION OF ESTROGEN RECEPTOR CONCENTRATION IN CELLS,NCI,3506530,2R44CA042700-02,2,R44,CA,42700,2,,,1966504,"BACUS, JAMES W",Not Applicable,"CELL ANALYSIS SYSTEMS, INC.",,1987,358090,
QUANTITATION OF ESTROGEN RECEPTOR CONCENTRATION IN CELLS,NCI,3491511,1R43CA042700-01,1,R43,CA,42700,1,,,1966504,"BACUS, JAMES W",Not Applicable,"CELL ANALYSIS SYSTEMS, INC.",,1986,48600,
Multigenic Dissection of Nonsyndromic Oral Clefts,NIDCR,7229521,5K08DE016956-02,5,K08,DE,16956,2,,,6687100,"BADOVINAC, RACHEL L",Not Applicable,HARVARD UNIVERSITY (MEDICAL SCHOOL),,2007,129498,
Multigenic Dissection of Nonsyndromic Oral Clefts,NIDCR,7102385,1K08DE016956-01A1,1,K08,DE,16956,1,A1,,6687100,"BADOVINAC, RACHEL L",Not Applicable,HARVARD UNIVERSITY,,2006,129511,
Radiologist-Centered Artificial Intelligence (RCAI) for Lung Cancer Screening and Diagnosis,NCI,9971649,1R01CA240639-01A1,1,R01,CA,240639,1,A1,,12578658,"BAGCI, ULAS ",Not Applicable,UNIVERSITY OF CENTRAL FLORIDA,,2020,576431,
Cyst-X: Interpretable Deep Learning Based Risk Stratification of Pancreatic Cystic Tumors,NCI,9866770,1R01CA246704-01,1,R01,CA,246704,1,,,12578658,"BAGCI, ULAS ",Not Applicable,UNIVERSITY OF CENTRAL FLORIDA,,2020,510210,
Computational Systems Pharmacology Core,NIAID,9757671,5U19AI068021-15,5,U19,AI,68021,15,,5086,6906070,"BAHAR, IVET ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2019,,313946
The Computational Pharmacology Core,NIDDK,9700926,2P01DK096990-06A1,2,P01,DK,96990,6,A1,7264,6906070,"BAHAR, IVET ",Not Applicable,WASHINGTON UNIVERSITY,,2019,,161250
Molecular Modeling,NIGMS,9741765,5P41GM103712-08,5,P41,GM,103712,8,,8292,6906070,"BAHAR, IVET ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2019,,416112
EXPERT SYSTEM TO HELP IDENTIFY INCIPIENT STUTTERING,NICHD,3499708,1R43HD026209-01,1,R43,HD,26209,1,,,3736871,"BAHILL, A TERRY",Not Applicable,BAHILL INTELLIGENT COMPUTER SYSTEMS,,1989,48400,
Development and Clinical Implementation of an Artificial Intelligence Tool to Predict Risk of Upgrade of Ductal Carcinoma In Situ,NCI,9974496,5K08CA241365-02,5,K08,CA,241365,2,,,12060893,"BAHL, MANISHA ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,2020,259979,
Development and Clinical Implementation of an Artificial Intelligence Tool to Predict Risk of Upgrade of Ductal Carcinoma In Situ,NCI,9806162,1K08CA241365-01,1,K08,CA,241365,1,,,12060893,"BAHL, MANISHA ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,2019,259979,
4 - Assessing the Overuse and Underuse of Diagnostic Testing,NIA,9567916,5P01AG005842-31,5,P01,AG,5842,31,,8058,2083406,"BAICKER, KATHERINE ",Not Applicable,NATIONAL BUREAU OF ECONOMIC RESEARCH,,2019,,170586
DEVELOPMENT OF NOVEL MULTI TIP; SCANNING BIO KELVIN PROBE,NCRR,6120174,5P41RR001395-17,5,P41,RR,1395,17,,7,6244612,"BAIKIE, I D",Not Applicable,MARINE BIOLOGICAL LABORATORY,,1999,,56185
Longitudinal and Intergenerational Determinants of Aging and Mortality,NIA,9691090,5R01AG057704-02,5,R01,AG,57704,2,,,9060711,"BAILEY, MARTHA JANE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2019,308553,
Precision immunoprofiling to reveal diagnostic biomarkers of latent TB infection,NIAID,9819449,1R01AI141591-01A1,1,R01,AI,141591,1,A1,,8806769,"BAILEY, RYAN C ","ESCALANTE, PATRICIO ",UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2019,754111,
Development of statistical genetics methodology,NHGRI,10020054,1ZIAHG000153-21,1,ZIA,HG,153,21,,,1968506,"BAILEY-WILSON, JOAN E",Not Applicable,,,2019,394536,
DATA ANALYSIS METHODOLOGY,NINDS,4697157,2P50NS010939-13A1,2,P50,NS,10939,13,A1,24,3408120,"BAJCSY, RUZENA ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1985,,
3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,NINDS,3407379,5R01NS023636-03,5,R01,NS,23636,3,,,3775646,"BAJCSY, RUZENA ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1988,165560,
3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,NINDS,3407378,5R01NS023636-02,5,R01,NS,23636,2,,,3775646,"BAJCSY, RUZENA ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1987,190772,
3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,NINDS,3407377,1R01NS023636-01,1,R01,NS,23636,1,,,3775646,"BAJCSY, RUZENA ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1986,197323,
Reducing Benign Breast Biopsies with Computer Modeling,NCI,7072715,5R01CA095061-04,5,R01,CA,95061,4,,,7055670,"BAKER, JAY A",Not Applicable,DUKE UNIVERSITY,,2006,250008,
Reducing Benign Breast Biopsies with Computer Modeling,NCI,6926157,5R01CA095061-03,5,R01,CA,95061,3,,,7055670,"BAKER, JAY A",Not Applicable,DUKE UNIVERSITY,,2005,256025,
Reducing Benign Breast Biopsies with Computer Modeling,NCI,6752971,5R01CA095061-02,5,R01,CA,95061,2,,,7055670,"BAKER, JAY A",Not Applicable,DUKE UNIVERSITY,,2004,256025,
Reducing Benign Breast Biopsies with Computer Modeling,NCI,6572250,1R01CA095061-01A1,1,R01,CA,95061,1,A1,,7055670,"BAKER, JAY A",Not Applicable,DUKE UNIVERSITY,,2003,256025,
Molecular images and machine learning to extract placental function from maternal cfDNA,NICHD,9670822,5R01HD094513-02,5,R01,HD,94513,2,,,1932277,"BAKER, JULIE C ","KUNDAJE, ANSHUL ;WINN, VIRGINIA D",STANFORD UNIVERSITY,,2019,603830,
Stanford Health Services Research Training Program,AHRQ,9963180,5T32HS026128-03,5,T32,HS,26128,3,,,7348945,"BAKER, LAURENCE C ","OWENS, DOUGLAS K",STANFORD UNIVERSITY,,2020,489467,
IMAGE ANALYSIS OF STAINED AND UNSTAINED MACROMOLECULES,NIGMS,3282400,5R01GM033050-08,5,R01,GM,33050,8,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1990,128622,
IMAGE ANALYSIS OF STAINED AND UNSTAINED MACROMOLECULES,NIGMS,3282399,5R01GM033050-07,5,R01,GM,33050,7,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1989,125518,
IMAGE ANALYSIS OF STAINED AND UNSTAINED MACROMOLECULES,NIGMS,3282398,5R01GM033050-06,5,R01,GM,33050,6,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1988,120719,
IMAGE ANALYSIS OF STAINED AND UNSTAINED MACROMOLECULES,NIGMS,3282397,5R01GM033050-05,5,R01,GM,33050,5,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1987,122275,
IMAGE ANALYSIS OF STAINED AND UNSTAINED MACROMOLECULES,NIGMS,3282393,2R01GM033050-04,2,R01,GM,33050,4,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1986,121658,
ELECTRON MICROSCOPY AND IMAGE ANALYSIS OF POLYOMA VIRUS,NIGMS,3282396,5R01GM033050-03,5,R01,GM,33050,3,,,1863325,"BAKER, TIMOTHY S",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE,,1985,70396,
INDIVIDUALIZED FEEDBACK TO IMPLEMENT CLINICAL GUIDELINES,AHRQ,2236201,1R01HS007715-01A1,1,R01,HS,7715,1,A1,,1868866,"BALAS, ANDREW ",Not Applicable,UNIVERSITY OF MISSOURI-COLUMBIA,,1994,205863,
PREDICTIVE TOOLS FOR DNA STRUCTURE AND REGULATORY SITES,NIGMS,2793647,1R43GM059002-01,1,R43,GM,59002,1,,,6885163,"BALDI, PIERRE ",Not Applicable,"NET-ID, INC.",,1999,95795,
Bioinformatics Tools for Circadian Biology,NIGMS,9690782,5R01GM123558-03,5,R01,GM,123558,3,,,6885163,"BALDI, PIERRE ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,,2019,328155,
A systems analysis of drug tolerance in Mycobacterium tuberculosis,NIAID,9594144,5R01AI128215-03,5,R01,AI,128215,3,,,8206939,"BALIGA, NITIN S",Not Applicable,INSTITUTE FOR SYSTEMS BIOLOGY,,2019,902060,
Functional MRI Core Facility,NIMH,10015097,1ZICMH002884-13,1,ZIC,MH,2884,13,,,9416723,"BANDETTINI, PETER ",Not Applicable,NATIONAL INSTITUTE OF MENTAL HEALTH,,2019,3554064,
Applying Machine Learning in the Prediction and Identification of Children Affected by Prenatal Alcohol Exposure,NIAAA,9805491,1K01AA027811-01,1,K01,AA,27811,1,,,14273888,"BANDOLI, GRETCHEN E",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",,2019,164791,
Bayesian learning algorithms for identifying and classifying heterogeneity of cell types in variety of solid tumors,NCI,9771401,5R21CA231892-02,5,R21,CA,231892,2,,,14074448,"BANERJEE, ANJISHNU ",Not Applicable,MEDICAL COLLEGE OF WISCONSIN,,2019,194940,
NEURO-IMAGING EXPERT SYSTEM,NLM,3373691,5R01LM004431-03,5,R01,LM,4431,3,,,3769731,"BANKS, GORDON ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1987,190171,
NEURO-IMAGING EXPERT SYSTEM,NLM,3373690,5R01LM004431-02,5,R01,LM,4431,2,,,3769731,"BANKS, GORDON ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1986,177089,
NEURO-IMAGING EXPERT SYSTEM,NLM,3373688,1R01LM004431-01,1,R01,LM,4431,1,,,3769731,"BANKS, GORDON ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1985,211828,
Neural signatures of learning complex environments in the amygdala-prefrontal network,NIDA,9754494,1K99DA048748-01,1,K99,DA,48748,1,,,12025146,"BARACK, DAVID ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,159052,
Intelligent Virtual Reality Curriculum for Personalized Surgical Training,NIBIB,9778500,1R43EB028203-01,1,R43,EB,28203,1,,,15452871,"BARAD, JUSTIN ",Not Applicable,"OSSO VR, INC.",,2019,215545,
A ROTATING SLIT SCANNING UNIT FOR DIGITAL RADIOGRAPHY,NCI,3174442,5R01CA036859-02,5,R01,CA,36859,2,,,3738926,"BARBARIC, ZORAN L",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,1985,24091,
UNIFIED MEDICAL LANGUAGE SYSTEM RESEARCH & DEVELOPMENT,NLM,2319084,N01LM013538-005,,N01,LM,,,,,2016752,"BARNETT, G O",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1994,162881,
UNIFIED MEDICAL LANGUAGE SYSTEM R&D SUPPORT,NLM,2319082,N01LM013538-003,,N01,LM,,,,,2016752,"BARNETT, G O",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1993,163253,
UNIFIED MEDICAL LANGUAGE SYSTEM R&D SUPPORT,NLM,2319081,N01LM013538-002,,N01,LM,,,,,2016752,"BARNETT, G O",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1992,161073,
UNIFIED MEDICAL LANGUAGE SYSTEM R&D SUPPORT,NLM,2319079,N01LM013538-000,,N01,LM,,,,,2016752,"BARNETT, G O",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1991,241338,
PROBLEM-BASED KNOWLEDGE ACCESS,NLM,3374269,5R01LM005200-04,5,R01,LM,5200,4,,,1955072,"BARNETT, GUY OCTO",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1993,416638,
PROBLEM-BASED KNOWLEDGE ACCESS,NLM,3374268,5R01LM005200-03,5,R01,LM,5200,3,,,1955072,"BARNETT, GUY OCTO",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1992,410233,
PROBLEM-BASED KNOWLEDGE ACCESS,NLM,3374267,5R01LM005200-02,5,R01,LM,5200,2,,,1955072,"BARNETT, GUY OCTO",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1991,412051,
PROBLEM-BASED KNOWLEDGE ACCESS,NLM,3374266,1R01LM005200-01,1,R01,LM,5200,1,,,1955072,"BARNETT, GUY OCTO",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,1990,388658,
Novel Quantitative Emphysema Subtypes in MESA and SPIROMICS,NHLBI,9740637,2R01HL121270-05,2,R01,HL,121270,5,,,6720767,"BARR, R GRAHAM ","LAINE, ANDREW FRANCIS",COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,790346,
DECISION SUPPORT SYSTEM TO GUIDE PEDIATRIC PHARMACOTHERAPY,NLM,7937047,5RC1LM010367-02,5,RC1,LM,10367,2,,,8697159,"BARRETT, JEFFREY SCOTT",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA,YES,2010,493567,
DECISION SUPPORT SYSTEM TO GUIDE PEDIATRIC PHARMACOTHERAPY,NLM,7825111,1RC1LM010367-01,1,RC1,LM,10367,1,,,8697159,"BARRETT, JEFFREY SCOTT",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA,YES,2009,494693,
NorthStar Node of the Clinical Trials Network,NIDA,10056402,2UG1DA040316-06,2,UG1,DA,40316,6,,,8908214,"BART, GAVIN ",Not Applicable,HENNEPIN HEALTHCARE RESEARCH INSTITUTE,,2020,646605,
KNOWLEDGED BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,6626641,5R01CA053877-13,5,R01,CA,53877,13,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,2003,482862,
KNOWLEDGED BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,6489213,5R01CA053877-12,5,R01,CA,53877,12,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,2002,474210,
KNOWLEDGED BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,6286183,2R01CA053877-11,2,R01,CA,53877,11,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,2001,465813,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,6137486,5R01CA053877-10,5,R01,CA,53877,10,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,2000,442719,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,2856305,5R01CA053877-09,5,R01,CA,53877,9,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1999,434584,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,2389351,2R01CA053877-08,2,R01,CA,53877,8,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1998,426688,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,2007904,5R35CA053877-07,5,R35,CA,53877,7,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1997,505855,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,2095545,5R35CA053877-05,5,R35,CA,53877,5,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1995,480297,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,2095544,5R35CA053877-04,5,R35,CA,53877,4,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1994,452830,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,3479803,5R35CA053877-03,5,R35,CA,53877,3,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1993,443851,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,3479802,5R35CA053877-02,5,R35,CA,53877,2,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1992,448452,
KNOWLEDGE BASED SYSTEMS FOR DIAGNOSTIC HISTOPATHOLOGY,NCI,3479801,1R35CA053877-01,1,R35,CA,53877,1,,,1869057,"BARTELS, PETER H.",Not Applicable,UNIVERSITY OF ARIZONA,,1991,188827,
Mechanisms of resilience to developmental stress in children and adolescents.,NIMH,9806213,1K23MH120437-01,1,K23,MH,120437,1,,,15658406,"BARZILAY, RAN ",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA,,2019,193644,
