OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
ND-NOFO-19-116,Empowering Economies through Innovation: Building Capacity for Indo-U.S. Joint Research,DOS-IND,U.S. Mission to India,70000,1,"Grant Applications Manager, 
U.S. Embassy, New Delhi",,ND_GrantApplications@state.gov,,,07/01/2019,07/31/2019,07/01/2019 2:39:01,Synopsis 2
DE-FOA-0002082,Data Science for Discovery in Chemical and Materials Sciences,PAMS-SC,Office of Science,20000000,20,"Dr. Raul Miranda, Basic Energy Sciences, Chemical Sciences, Geosciences, and Biosciences Division 
PHONE: (301)-903-8014
Raul.Miranda@science.doe.gov 

Dr. Matthias Graf, Basic Energy Sciences, Materials Sciences and Engineering Division
PHONE: (301)-903-0874
Matthias.Graf@science.doe.gov",,raul.miranda@science.doe.gov,,,02/07/2019,05/22/2019,04/10/2019 10:30:10,Synopsis 2
W911NF-17-S-0005,Internet of Battlefield Things (IoBT) Collaborative Research Alliance (CRA),DOD-AMC,Dept of the Army -- Materiel Command,,1,"Nikolaos Georgakopoulos
Contract Specialist
Phone 919-541-0817",,nikolaos.georgakopoulos.civ@mail.mil,,,03/03/2017,07/27/2017,04/05/2017 8:43:05,Synopsis 3
C-NOFO-20-105,Regional Disaster Management Workshop: Building Resilience in the Indo-Pacific,DOS-IND,U.S. Mission to India,80000,1,"Grants Application Manager, U.S. Consulate, Chennai",,Chennai_PASG@state.gov,,,03/23/2020,05/22/2020,05/14/2020 3:11:14,Synopsis 1
W911NF-19-S-0001,Strengthening Teamwork for Robust Operations in Novel Groups (STRONG),DOD-AMC,Dept of the Army -- Materiel Command,,,"Nikolaos Georgakopoulos
Contract Specialist
Phone 919-541-0817",,nikolaos.georgakopoulos.civ@mail.mil,,,10/30/2018,,10/31/2019 13:32:31,Synopsis 3
HR001119S0005,Machine Common Sense (MCS),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator
MCS@darpa.mil
",,MCS@darpa.mil,,,10/19/2018,12/18/2018,10/19/2018 12:20:19,Synopsis 1
HR001119S0027,Bioelectronics for Tissue Regeneration (BETR),DOD-DARPA-BTO,DARPA - Biological Technologies Office,,,"BAA Coordinator
BETR@darpa.mil",,BETR@darpa.mil,,,02/22/2019,04/18/2019,02/22/2019 18:00:22,Synopsis 1
31310020K0002,"U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Scholarship and Fellowship Education Grant, Faculty Development Grant, and Trade School and Community College Scholarship Grant, Fiscal Year (FY) 2020",NRC,Nuclear Regulatory Commission,11000000,,"MLita Carr
Grants and Contracts Specialist
Phone 301-415-6869",,mlita.carr@nrc.gov,,,02/10/2020,05/08/2020,04/01/2020 7:43:01,Synopsis 2
FOA-AFRL-RQKM-2019-5011,Data-Driven Discovery of Optimized Multifunctional Material Systems Center of Excellence (D³OM²S CoE),DOD-AFRL,Air Force -- Research Lab,5000000,1,"Melissa Gross
Grants Negotiator
Phone 937-713-9980",,melissa.gross.1@us.af.mil,,,11/30/2018,01/03/2019,11/30/2018 9:41:30,Synopsis 1
SFOP0006066,Quantifying Religious Repression and Religious Conflict,DOS-CSO,Bureau of Conflict Stabilization Operations,,1,Dustin Gamza,,,,,02/24/2020,03/08/2020,02/25/2020 7:41:25,Synopsis 1
HR001118S0044,Learning with Less Labels (LwLL),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator
LwLL@darpa.mil
",,LwLL@darpa.mil,,,08/06/2018,11/02/2018,09/06/2018 18:01:06,Synopsis 2
31310020K0001,"U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Research and Development Grant, Fiscal Year (FY) 2020",NRC,Nuclear Regulatory Commission,6000000,10,"MLita Carr
Grant and Contracts Specialist
Phone 301-415-6869",,mlita.carr@nrc.gov,,,02/10/2020,05/08/2020,04/01/2020 7:24:01,Synopsis 4
NNH17ZOA001N-17ECF-B1,EARLY CAREER FACULTY (ECF),NASA-HQ,NASA Headquarters,,6,"Claudia M Meyer
",,hq-ecf-call@mail.nasa.gov.,,,02/09/2017,03/31/2017,03/30/2017 18:48:30,Synopsis 2
PD-19-058Y,"Mind, Machine and Motor Nexus",NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,06/12/2018,,06/12/2018 1:00:12,Synopsis 1
PAR-19-264,"Imaging, Biomarkers and Digital Pathomics for the Early Detection of Premetastatic Aggressive Cancer (R01 Clinical Trial Optional)",HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,05/01/2019,12/10/2021,05/01/2019 10:58:01,Synopsis 1
PAR-19-269,Cognitive Systems Analysis of Alzheimer's Disease Genetic and Phenotypic Data (U01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,4000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,05/06/2019,09/07/2022,05/06/2019 12:10:06,Synopsis 1
PD-19-9102,Critical Aspects of Sustainability,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,07/03/2019,,07/03/2019 1:00:03,Synopsis 1
PA-20-069,Encourage Innovative Digital Healthcare Research at the Point of Care,HHS-AHRQ,Agency for Health Care Research and Quality,,3,"Derrick Wyatt, MSN, RN-BC, CPHIMS",301-427-1171,Derrick.wyatt@ahrq.hhs.gov,,,02/14/2020,,02/14/2020 14:51:14,Forecast 2
PD-19-073Y,Engineering for Civil Infrastructure,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,06/12/2018,,02/29/2020 1:00:29,Synopsis 2
HHS-2020-ACL-AOA-EECC-0414,Engaging Older Adults,HHS-ACL,Administration for Community Living,150000,1,"Sherri Clark
Sherri.Clark@acl.hhs.gov",,Sherri.Clark@acl.hhs.gov,,,03/24/2020,05/29/2020,03/24/2020 14:44:24,Synopsis 1
20-540,NSF-Simons Research Collaborations on the Mathematical and Scientific Foundations of Deep Learning,NSF,National Science Foundation,20000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,01/30/2020,04/30/2020,03/25/2020 1:00:25,Synopsis 4
PD-19-1340,Research in the Formation of Engineers,NSF,National Science Foundation,5600000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/24/2019,,04/04/2020 1:00:04,Synopsis 2
20-537,Spectrum and Wireless Innovation enabled by Future Technologies,NSF,National Science Foundation,12000000,16,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,01/04/2020,04/17/2020,04/08/2020 1:00:08,Synopsis 3
DE-FOA-0002243,DE-FOA-0002243 Solar Energy Technologies Office Fiscal Year 2020 Funding Program,DOE-GFO,Golden Field Office,125500000,80,"seto.foa@ee.doe.gov seto.foa@ee.doe.gov seto.foa@ee.doe.gov
seto.foa@ee.doe.gov",,seto.foa@ee.doe.gov,,,02/05/2020,06/18/2020,04/17/2020 12:16:17,Synopsis 2
20-574,Centers for Chemical Innovation,NSF,National Science Foundation,9400000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,05/12/2020,01/14/2021,05/12/2020 1:00:12,Synopsis 1
PD-20-7909,Biosensing,NSF,National Science Foundation,7600000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/12/2019,,05/30/2020 1:00:30,Synopsis 2
PD-20-1406,Thermal Transport Processes,NSF,National Science Foundation,7047000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/11/2019,,06/03/2020 15:06:03,Synopsis 3
PD-20-1443,Fluid Dynamics,NSF,National Science Foundation,9175000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/11/2019,,06/03/2020 10:34:03,Synopsis 3
20-544,Expeditions in Computing,NSF,National Science Foundation,60000000,4,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,02/14/2020,02/16/2021,06/16/2020 1:00:16,Synopsis 2
20-557,Spectrum Innovation Initiative: National Center for Wireless Spectrum Research,NSF,National Science Foundation,30000000,16,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/14/2020,04/01/2021,06/20/2020 1:00:20,Synopsis 3
DE-FOA-0002254,Research to Enable Fuels From Sunlight,PAMS-SC,Office of Science,,2,"Warren Riley
Contracting Officer
Phone: 630-252-2485",,warren.riley@science.doe.gov,,,02/19/2020,05/27/2020,05/15/2020 17:07:15,Synopsis 3
W911NF-17-S-0004,Distributed and Collaborative Intelligent Systems and Technology (DCIST) Collaborative Research Alliance (CRA),DOD-AMC,Dept of the Army -- Materiel Command,,,"Nikolaos Georgakopoulos
Contract Specialist
Phone 919-841-0817",,nikolaos.georgakopoulos.civ@mail.mil,,,02/21/2017,07/26/2017,07/19/2017 15:38:19,Synopsis 4
EE-ERT-11-001-012238,Program for Research and Training on Eastern Europe and the Independent States of the Former Soviet Union (Title VIII),DOS-INR,Bureau of Intelligence and Research,4775000,10,"Grants.gov Contact Center

Phone Number: 1-800-518-4726

Hours of Operation: 24 hours a day, 7 days a week. We are closed on federal holidays.",,support@grants.gov,,,02/03/2011,03/18/2011,02/03/2011 16:30:03,Synopsis 3
EE-ERT-12-001,Program for Research and Training on Eastern Europe and the Independent States of the Former Soviet Union (Title VIII),DOS-INR,Bureau of Intelligence and Research,4775000,10,"Grantsolutions Contact Center:
Phone Number: 1-800-577-0771 (toll charges for international callers) or 1-202-401-5282. 
help@grantsolutions.gov
Hours of operation:  Monday-Friday 8a.m. to 6p.m., Eastern Standard Time 

Grants.gov Contact Center:
Phone Number: 1-800-518-4726
support@grants.gov
Hours of operation:  Monday-Friday 7:00 a.m. to 9:00 p.m., Eastern Standard Time
help@grantsolutions.gov
",,help@grantsolutions.gov,,,01/13/2012,03/02/2012,01/13/2012 13:22:13,Synopsis 1
NOAA-OAR-CPO-2017-2004896,FY 2017 Climate Program Office,DOC,Department of Commerce,10000000,90,"Agency Contacts: Please visit the CPO website for further information at or contact the CPO Grants Manager, Diane Brown, Please allow up to two weeks after receipt for a response.
",,Diane.brown@noaa.gov.,,,07/26/2016,10/31/2016,10/25/2016 12:03:25,Synopsis 2
NOAA-OAR-CPO-2018-2005133,Climate Program Office 2018,DOC,Department of Commerce,8000000,90,"Diane Brown
CPO Grants Manager
",,Diane.brown@noaa.gov,,,05/15/2017,09/25/2017,09/15/2017 10:22:15,Synopsis 4
NOAA-OAR-CPO-2019-2005530,Climate Program Office FY 2019,DOC,Department of Commerce,11250000,90,"Diane Brown
CPO Grants Manager
diane.brown@noaa.gov",,diane.brown@noaa.gov,,,08/08/2018,11/20/2018,08/08/2018 16:16:08,Synopsis 1
NOAA-OAR-CPO-2020-2006076,Climate Program Office 2020,DOC,Department of Commerce,13500000,90,"Please visit the CPO website for further information at or contact the CPO Grants Manager, Diane Brown, by mail (see address above) or at diane.brown@noaa.gov. Please allow up to two weeks after receipt for a response.",,diane.brown@noaa.gov,,,07/24/2019,10/28/2019,07/24/2019 10:42:24,Synopsis 2
NPS-FOA-16-002,Multi-Intelligence (Multi-INT) Research Initiatives at The Naval Postgraduate School,DOD-ONR-SUP,Naval Supply Systems Command,,,"Janet Norton
Contract and Grant Officer
",,janet.norton@navy.mil,,,05/05/2016,07/29/2016,06/20/2016 11:59:20,Synopsis 3
BJA-2017-13100,"BJA FY 17 State, Local, Tribal, and Territorial Information Sharing and Nationwide Suspicious Activity Reporting Technical Assistance Program",USDOJ-OJP-BJA,Bureau of Justice Assistance,400000,2,"Technical Application Assistance
GMS.helpdesk@usdoj.gov
",,GMS.helpdesk@usdoj.gov,,,07/18/2017,08/17/2017,08/09/2017 8:47:09,Synopsis 4
DHS-20-CISA-123-ISAC000001,"State, Local, Tribal and Territorial (SLTT) Security Operations Center (SOC) | Information Sharing and Analysis Center (ISAC) – Continuation and Supplement",DHS-OPO,Office of Procurement Operations - Grants Division,,1,"Marsha D Mathis
Director
Phone 2024475950",,marsha.mathis@dhs.gov,,,05/01/2020,05/15/2020,05/01/2020 16:30:01,Synopsis 1
N66001-11-X-0042,C4ISR & Information Dominance Research,DOD-ONR-SPAWAR,SPAWAR SYSTEMS CENTER,10000000,5,"Tuan Doan
Grants Specialist
",,tuan.doan@navy.mil,,,05/09/2011,06/09/2011,11/23/2011 17:44:23,Synopsis 2
FOA-AFRL-AFOSR-2020-0004,(FY20) Defense Established Program to Stimulate Competitive Research (DEPSCoR),DOD-AFOSR,Air Force Office of Scientific Research,7200000,12,"Elaina L Barker
Grants Officer",,elaina.barker@us.af.mil,,,05/05/2020,02/15/2021,06/23/2020 15:02:23,Synopsis 10
ONRBAA13-005,Electronic Warfare Technology,DOD-ONR,Office of Naval Research,,,"Rebecca Foster
Contract Specialist
Phone 703-696-2972",,rebecca.d.foster@navy.mil,,,11/19/2012,05/07/2013,11/19/2012 13:34:19,Synopsis 1
NOAA-NESDIS-NESDISPO-2020-2006307,Cooperative Institute for Meteorological Satellite Studies,DOC,Department of Commerce,150000000,1,"Dr. Christopher Brown
National Oceanic and Atmospheric Administration
NESDIS STAR/CoRP
NCWCP (E/RA1), Office #2600
5830 University Research Ct
College Park, MD 20740-3818
301-405-8031",,christopher.w.brown@noaa.gov,,,11/06/2019,01/31/2020,01/15/2020 13:00:15,Synopsis 2
DHS-19-CISA-123-ISAC000001,"State, Local, Tribal and Territorial (SLTT) Security Operations Center (SOC) | Information Sharing and Analysis Center (ISAC)",DHS-OPO,Office of Procurement Operations - Grants Division,10468300,1,"Grants.gov Contact Center
Phone Number: 1-800-518-4726

Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.
support@grants.gov",,support@grants.gov,,,08/12/2019,09/09/2019,09/04/2019 11:53:04,Synopsis 4
N00014-19-R-S002,Electronic Warfare Technology,DOD-ONR,Office of Naval Research,,,"Stephen Hughes
Contracting Officer",,stephen.t.hughes@navy.mil,,,10/19/2018,02/28/2019,10/19/2018 15:57:19,Synopsis 1
W81XWH-18-KCRP-TDA,"DoD Kideny Cancer, Technology Development Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,1920000,4,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org
",,help@eBRAP.org,,,06/08/2018,10/10/2018,09/04/2018 10:43:04,Synopsis 2
NIJ-2019-15444,"Research and Evaluation on Drugs and Crime, FY 2019",USDOJ-OJP-NIJ,National Institute of Justice,3000000,5,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov",,grants@ncjrs.gov,,,02/14/2019,05/06/2019,02/25/2019 15:08:25,Synopsis 2
NIJ-2018-13682,NIJ FY18 Research and Evaluation on Drugs and Crime,USDOJ-OJP-NIJ,National Institute of Justice,2500000,6,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov
",,grants@ncjrs.gov,,,02/09/2018,04/25/2018,04/12/2018 15:58:12,Synopsis 5
FA8650-17-S-6001,Science and Technology for Autonomous Teammates (STAT),DOD-AFRL,Air Force -- Research Lab,950000000,1,"Elizabeth A Fink
Contracting Officer
Phone 937-713-9832",,elizabeth.fink.1@us.af.mil,,,07/07/2017,07/07/2023,06/27/2018 14:33:27,Synopsis 12
DE-FOA-0002215,Building EPSCoR-State/National Laboratory Partnerships,PAMS-SC,Office of Science,24000000,32,"Program Manager Timothy J. Fitzsimmons 301-903-9830
tim.fitzsimmons@science.doe.gov",,tim.fitzsimmons@science.doe.gov,,,12/09/2019,04/07/2020,03/16/2020 13:04:16,Synopsis 3
HM0476-18-BAA-0001,National Geospatial-Intelligence Agency Academic Research Program (NARP),DOD-NGIA,National Geospatial-Intelligence Agency,12000000,54,"Jesusa Labial
Grantor
Phone 5715574308",,OCSGrants@nga.mil,,,03/27/2018,12/31/2021,07/13/2020 13:44:13,Synopsis 5
HM0210-14-BAA-0001,National Geospatial-Intelligence Agency Academic Research Program,DOD-NGIA,National Geospatial-Intelligence Agency,7200000,24,"Kiemisha Sweetney
Grants Officer
Phone 571-557-3004",,Kiemisha.A.Sweetney@nga.mil,,,04/22/2014,08/01/2017,09/01/2017 9:10:01,Synopsis 9
NPS-BAA-14-001,FY14 MASINT EMERGING TECHNOLOGIES RESEARCH PROGRAM,DOD-ONR-SUP,Naval Supply Systems Command,,,"Janet Norton
Contract and Grant Officer
",,janet.norton@navy.mil,,,02/24/2014,09/30/2014,02/24/2014 14:59:24,Synopsis 1
PD-20-144Y,Foundational Research in Robotics,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,02/12/2020,,05/27/2020 1:00:27,Synopsis 4
BJA-2020-17372,"BJA FY 20 State, Local, Tribal, and Territorial Information Sharing Technical Assistance Program",USDOJ-OJP-BJA,Bureau of Justice Assistance,300000,1,"For technical assistance with submitting an application, contact the Grants.gov Customer Support Hotline at 800-518-4726 or 606-545-5035, or via email to support@grants.gov. The Grants.gov Support Hotline operates 24 hours a day, 7 days a week, except on federal holidays. 
An applicant that experiences unforeseen Grants.gov technical issues beyond its control that prevent it from submitting its application by the deadline must email the contact identified below within 24 hours after the application deadline to request approval to submit its application after the deadline. Additional information on reporting technical issues appears under Experiencing Unforeseen Grants.gov Technical Issues in the How To Apply (Grants.gov) section in the OJP Grant Application Resource Guide. 
For assistance with any unforeseen Grants.gov technical issues beyond an applicants control that prevent it from submitting its application by the deadline, or any other requirement of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date.

support@grants.gov",,support@grants.gov,,,07/01/2020,07/31/2020,07/01/2020 16:16:01,Synopsis 1
