pmid	title	journal
32631103	Challenges to dementia care during COVID-19: Innovations in remote delivery of group Cognitive Stimulation Therapy.	Aging Ment Health
32631084	SAFE ENDOUROLOGY PROCEDURE USING A C-ARM DRAPE DURING COVID-19 TIMES.	J Endourol
32631083	Repurposing of well-known medications as antivirals: hydroxychloroquine and chloroquine; from HIV-1 infection to COVID-19.	Expert Rev Anti Infect Ther
32631071	COVID-ARDS Clarified: A Vascular Endotype?	Am J Respir Crit Care Med
32631029	COVID-19 Pandemic and Ophthalmologists	Turk J Ophthalmol
32631019	[Sensitivity, specificity, predictive values in serological Covid-19 tests].	Epidemiol Prev
32631011	Covid-19 and air pollution: communicating the results of geographic correlation studies.	Epidemiol Prev
32631009	[Epidemiology and Covid-19 in Italy. Accessing and sharing data to foster collaboration].	Epidemiol Prev
32630821	Effects of Covid-19 Lockdown on Mental Health and Sleep Disturbances in Italy.	Int J Environ Res Public Health
32630780	Middle East Respiratory Syndrome Coronavirus (MERS-CoV): State of the Science.	Microorganisms
32630746	SARS-CoV-2: Repurposed Drugs and Novel Therapeutic Approaches-Insights into Chemical Structure-Biological Activity and Toxicological Screening.	J Clin Med
32630735	Infection Control in Dental Practice During the COVID-19 Pandemic.	Int J Environ Res Public Health
32630707	COVID-19 Assessment with Bedside Lung Ultrasound in a Population of Intensive Care Patients Treated with Mechanical Ventilation and ECMO.	Diagnostics (Basel)
32630601	Development and Evaluation of a duo SARS-CoV-2 RT-qPCR Assay Combining Two Assays Approved by the World Health Organization Targeting the Envelope and the RNA-Dependant RNA Polymerase (RdRp) Coding Regions.	Viruses
32630565	Prediction of the Number of Patients Infected with COVID-19 Based on Rolling Grey Verhulst Models.	Int J Environ Res Public Health
32630514	Preliminary Virtual Screening Studies to Identify GRP78 Inhibitors Which May Interfere with SARS-CoV-2 Infection.	Pharmaceuticals (Basel)
32630367	Virtual Reality Exercise as a Coping Strategy for Health and Wellness Promotion in Older Adults during the COVID-19 Pandemic.	J Clin Med
32630363	Predicting the Epidemiological Outbreak of the Coronavirus Disease 2019 (COVID-19) in Saudi Arabia.	Int J Environ Res Public Health
32630212	Multi-System Inflammatory Syndrome in Children (MIS-C) Following SARS-CoV-2 Infection: Review of Clinical Presentation, Hypothetical Pathogenesis, and Proposed Management.	Children (Basel)
32630111	Bloodstream Infection by Saccharomyces cerevisiae in Two COVID-19 Patients after Receiving Supplementation of Saccharomyces in the ICU.	J Fungi (Basel)
32630064	Vimentin as a Multifaceted Player and Potential Therapeutic Target in Viral Infections.	Int J Mol Sci
32630054	Media Exposure and Anxiety during COVID-19: The Mediation Effect of Media Vicarious Traumatization.	Int J Environ Res Public Health
32630032	Body Composition Findings by Computed Tomography in SARS-CoV-2 Patients: Increased Risk of Muscle Wasting in Obesity.	Int J Mol Sci
32629995	Putative Roles for Peptidylarginine Deiminases in COVID-19.	Int J Mol Sci
32629963	Redesigning Portable Health Clinic Platform as a Remote Healthcare System to Tackle COVID-19 Pandemic Situation in Unreached Communities.	Int J Environ Res Public Health
32629960	Evidence for SARS-CoV-2 Infection of Animal Hosts.	Pathogens
32629915	The Attitudes and Professional Approaches of Dental Practitioners during the COVID-19 Outbreak in Poland: A Cross-Sectional Survey.	Int J Environ Res Public Health
32629880	Early Phase of the COVID-19 Outbreak in Hungary and Post-Lockdown Scenarios.	Viruses
32629875	Vasculopathy and Coagulopathy Associated with SARS-CoV-2 Infection.	Cells
32629829	How to Defend COVID-19 in Taiwan? Talk about People's Disease Awareness, Attitudes, Behaviors and the Impact of Physical and Mental Health.	Int J Environ Res Public Health
32629817	Influence of Herbal Medicines on HMGB1 Release, SARS-CoV-2 Viral Attachment, Acute Respiratory Failure, and Sepsis. A Literature Review.	Int J Mol Sci
32629804	Repurposing Therapeutics for Potential Treatment of SARS-CoV-2: A Review.	Viruses
32629791	Modeling and Forecasting the COVID-19 Temporal Spread in Greece: An Exploratory Approach based on Complex Network Defined Splines.	Int J Environ Res Public Health
32629788	Calcineurin Inhibitor-Based Immunosuppression and COVID-19: Results from a Multidisciplinary Cohort of Patients in Northern Italy.	Microorganisms
32629768	Role of Lopinavir/Ritonavir in the Treatment of Covid-19: A Review of Current Evidence, Guideline Recommendations, and Perspectives.	J Clin Med
32629726	Effect of advanced nursing care on psychological disorder in patients with COVID-19: A protocol of systematic review.	Medicine (Baltimore)
32629703	Coronavirus disease 2019 (COVID-19) pneumonia in a hemodialysis patient: A case report.	Medicine (Baltimore)
32629686	The effect of diabetes on mortality of COVID-19: A protocol for systematic review and meta-analysis.	Medicine (Baltimore)
32629670	Failure of early extubation among cases of coronavirus disease-19 respiratory failure: Case report and clinical experience.	Medicine (Baltimore)
32629642	Acupuncture for breathlessness in COVID-19: A protocol for systematic review and meta-analysis.	Medicine (Baltimore)
32629544	COVID-19 swab collection and serological screening in lipoprotein apheresis unit.	J Clin Apher
32629539	Red blood cell exchange to avoid intubating a COVID-19 positive patient with sickle cell disease?	J Clin Apher
32629531	Severe COVID-19 in a patient with chronic graft-versus-host disease after hematopoietic stem cell transplant successfully treated with ruxolitinib.	Transpl Infect Dis
32629518	Inflammatory Cell Infiltration of Adrenals in COVID-19.	Horm Metab Res
32629425	COVIDApp: A Health Application as an Innovative Strategy for the Management and Follow-Up of the COVID-19 Pandemic in Long-Term Care Facilities in Catalonia.	JMIR Public Health Surveill
32629424		JMIR Ment Health
32629402	MSCOVID19: Using social media to achieve rapid dissemination of health information.	Mult Scler Relat Disord
32629393	Illuminating COVID-19 lung disease through autopsy studies.	EBioMedicine
32629280	COVID19 inhibitors: A prospective therapeutics.	Bioorg Chem
32629273	Snowballing transmission of COVID-19 (SARS-CoV-2) through wastewater: Any sustainable preventive measures to curtail the scourge in low-income countries?	Sci Total Environ
32629257	Air pollution in Ontario, Canada during the COVID-19 State of Emergency.	Sci Total Environ
32629204	A hypothesis on the role of the human immune system in covid-19.	Med Hypotheses
32629201	COVID-19 in South Africa: lockdown strategy and its effects on public health and other contagious diseases.	Public Health
32629187	Evaluation of simple nucleic acid extraction methods for the detection of SARS-CoV-2 in nasopharyngeal and saliva specimens during global shortage of extraction kits.	J Clin Virol
32629185	How COVID-19 may impact mental health research conduct, interpretation and priorities?	Asian J Psychiatr
32629169	Repositioning chloroquine as antiviral prophylaxis against COVID-19: potential and challenges.	Drug Discov Today
32629149	Janus sword actions of chloroquine and hydroxychloroquine against COVID-19.	Cell Signal
32629147	Ear nose throat-related symptoms with a focus on loss of smell and/or taste in COVID-19 patients.	Am J Otolaryngol
32629139	"No evidence of clinical benefits of early treatment of COVID-19 patients with hydroxychloroquine and azithromycin: Comment on ""Early treatment of COVID-19 patients with hydroxychloroquine and azithromycin: A retrospective analysis of 1061 cases in Marseille, France""."	Travel Med Infect Dis
32629137	Ultraviolet-based Biophotonic Technologies and COVID-19.	Photodiagnosis Photodyn Ther
32629121	Increased internet search interest for GI symptoms may predict COVID-19 cases in US hotspots.	Clin Gastroenterol Hepatol
32629115	A pharmacological perspective of Chloroquine in SARS-CoV-2 infection.	Int J Antimicrob Agents
32629113	Letter to the Editor Regarding the recent contribution by Roussel et al. (SARS-CoV-2: Fear Versus Data).	Int J Antimicrob Agents
32629100	Non-invasive CPAP in mild and moderate ARDS secondary to SARS-CoV-2.	Respir Physiol Neurobiol
32629085	The peripheral lymphocyte count as a predictor of severe COVID-19 and the effect of treatment with ciclesonide.	Virus Res
32629084	The Urgency of Spiritual Care: COVID-19 and the Critical Need for Whole-Person Palliation.	J Pain Symptom Manage
32629042	Massive transient damage of the olfactory epithelium associated with infection of sustentacular cells by SARS-CoV-2 in golden Syrian hamsters.	Brain Behav Immun
32629030	"Medical students' perspective. A letter to the editor on ""Impact of coronavirus (COVID-19) pandemic on surgical practice - Part 1""."	Int J Surg
32629023	Inhale, then exhale: start afresh to diagnose SARS-CoV-2 by non-invasive face mask sampling technique.	Clin Microbiol Infect
32629021	Clinical course of COVID-19 in 41 patients with immune-mediated inflammatory diseases: experience from Humanitas Center, Milan.	Pharmacol Res
32629005	Acute pulmonary embolism in COVID-19 disease.	Int J Cardiol
32628990	Serologic Detection of Latent SARS-CoV-2 Infections in Hemodialysis Centers: A Multi-center, Retrospective Study in Wuhan, China.	Am J Kidney Dis
32628983	What is the best timing for healthcare workers infected COVID-19 to return to work?	Am J Infect Control
32628982	Drape to Prevent Disease Transmission During Endotracheal Intubation.	Am J Infect Control
32628976	SARS-CoV-2 infections and COVID-19 mortalities strongly correlate with ACE1 I/D genotype.	Gene
32628969	Potential neurological effects of severe COVID-19 infection.	Neurosci Res
32628961	"Letter in Response to Article in Journal of Infection: ""High SARS-CoV-2 antibody prevalence among healthcare workers exposed to COVID-19 patients""."	J Infect
32628960	Underestimation of co-infections in COVID-19 due to non-discriminatory use of antibiotics.	J Infect
32628931	ASSOCIATION OF INITIAL VIRAL LOAD IN SARS-CoV-2 PATIENTS WITH OUTCOME AND SYMPTOMS.	Am J Pathol
32628911	Effects of the COVID-19 pandemic on supply and use of blood for transfusion.	Lancet Haematol
32628910	Pulse oximetry in low-resource settings during the COVID-19 pandemic.	Lancet Glob Health
32628907	Exaggerated risk of transmission of COVID-19 by fomites.	Lancet Infect Dis
32628906	Asymptomatic SARS-CoV-2 infection in Belgian long-term care facilities.	Lancet Infect Dis
32628905	Comparing SARS-CoV-2 with SARS-CoV and influenza pandemics.	Lancet Infect Dis
32628904	Decisive leadership is a necessity in the COVID-19 response.	Lancet
32628899	Coronaviruses and Integrin alphavbeta3: Does Thyroid Hormone Modify the Relationship?	Endocr Res
32628897	Gastrointestinal endoscopy and the COVID-19 pandemic: Urgent issues in endoscopic retrograde cholangio-pancreatography and endoscopic training.	United European Gastroenterol J
32628887	Estimation of Coronavirus Disease 2019 Burden and Potential for International Dissemination of Infection From Iran.	Ann Intern Med
32628886	Estimation of Coronavirus Disease 2019 Burden and Potential for International Dissemination of Infection From Iran.	Ann Intern Med
32628871	Development of a Sterile Personal Protective Equipment Donning and Doffing Procedure to Protect Surgical Teams from SARS-CoV-2 Exposure during the COVID-19 Pandemic.	Surg Infect (Larchmt)
32628795	COVID-19 and anatomy: Stimulus and initial response.	J Anat
32628793	Liver involvement is not associated with mortality: results from a large cohort of SARS-CoV-2 positive patients.	Aliment Pharmacol Ther
32628783	Setting realistic goals for feeding infants when their mothers have suspected or confirmed COVID-19.	Acta Paediatr
32628777	Mental health and dermatology practice in the COVID-19 pandemic.	Clin Exp Dermatol
32628754	COVID-19 in Japan: success despite incompetence.	QJM
32628752	Simple 'Rule-of-6' predicts severe COVID-19 disease.	Clin Infect Dis
32628750	Seroprevalence of SARS-CoV-2 Among Frontline Healthcare Personnel During the First Month of Caring for COVID-19 Patients - Nashville, Tennessee.	Clin Infect Dis
32628748	Evaluating use cases for human challenge trials in accelerating SARS-CoV-2 vaccine development.	Clin Infect Dis
